VCode,Name_E,Name_G,TCode,DCode,MDDS_Code
13492,Bhatpura,Bhatpura,0077,11,
13493,Kishanpura,Kishanpura,0077,11,
13494,Liloj,Liloj,0077,11,
13495,Liloj Ka Gola,Liloj Ka Gola,0077,11,
13496,Nandera,Nandera,0077,11,
13497,Haripura,Haripura,0077,11,
13498,Bara Bas (Rural),Bara Bas (Rural),0077,11,
13499,Bhandeda,Bhandeda,0077,11,
13500,Barh Bichchhi,Barh Bichchhi,0077,11,
13501,Pamadi,Pamadi,0077,11,
13502,Peechupara Khurd,Peechupara Khurd,0077,11,
13504,Monawas,Monawas,0077,11,
13505,Narayanpura,Narayanpura,0077,11,
13506,Moradi,Moradi,0077,11,
13507,Chak Somara,Chak Somara,0077,11,
13508,Moradi Chak-3,Moradi Chak-3,0077,11,
13509,Moradi Chak-2,Moradi Chak-2,0077,11,
13510,Moradi Chak-1,Moradi Chak-1,0077,11,
13512,Shyamsinghpura,Shyamsinghpura,0077,11,
13513,Dwarapura,Dwarapura,0077,11,
13514,Delari,Delari,0077,11,
13515,Dhigariya Tappa Koleshwar,Dhigariya Tappa Koleshwar,0077,11,
13516,Sumel Khurd,Sumel Khurd,0077,11,
13517,Sumel Kalan,Sumel Kalan,0077,11,
13519,Motipura,Motipura,0077,11,
13520,Sahupara,Sahupara,0077,11,
13521,Goojarwas,Goojarwas,0077,11,
13522,Peechupara Kalan,Peechupara Kalan,0077,11,
13523,Sungari,Sungari,0077,11,
13524,Rani Ka Was,Rani Ka Was,0077,11,
13526,Abhaneri,Abhaneri,0077,11,
13527,Dhani Harijan,Dhani Harijan,0077,11,
13529,Toorwara,Toorwara,0077,11,
13530,Shekhpura,Shekhpura,0077,11,
13531,Jhajha Ka Bas,Jhajha Ka Bas,0077,11,
13532,Anantwara,Anantwara,0077,11,
13533,Sodala,Sodala,0077,11,
13534,Basra,Basra,0077,11,
13535,Jhoonpdi,Jhoonpdi,0077,11,
13536,Rampura Goojran,Rampura Goojran,0077,11,
13537,Nanagwada Goojran,Nanagwada Goojran,0077,11,
13538,Chorwara,Chorwara,0077,11,
13539,Mund Ghisya,Mund Ghisya,0077,11,
13540,Bainsala Ka Bas,Bainsala Ka Bas,0077,11,
13541,Uderwara,Uderwara,0077,11,
13542,Bhedari Goojran,Bhedari Goojran,0077,11,
13543,Papraki,Papraki,0077,11,
13544,Biwai,Biwai,0077,11,
13545,Bas Biwai,Bas Biwai,0077,11,
13546,Chak Biwai,Chak Biwai,0077,11,
13547,Dubbi,Dubbi,0077,11,
13548,Nangal Jhamarwara,Nangal Jhamarwara,0077,11,
13549,Gurha Ashikpura,Gurha Ashikpura,0077,11,
13550,Kotwalo Ka Bas,Kotwalo Ka Bas,0077,11,
13551,Sonari,Sonari,0077,11,
13552,Noorpur Basda,Noorpur Basda,0077,11,
13553,Rajahera,Rajahera,0077,11,
13555,Garh Dubbi,Garh Dubbi,0077,11,
13556,Tugar Ka Bas,Tugar Ka Bas,0077,11,
13557,Ralawata,Ralawata,0077,11,
13558,Kathnadi,Kathnadi,0077,11,
13559,Roopbas,Roopbas,0077,11,
13560,Khera,Khera,0077,11,
13561,Dhandholai,Dhandholai,0077,11,
13562,Kheri,Kheri,0077,11,
13563,Dhand,Dhand,0077,11,
13564,Badiyal Kalan,Badiyal Kalan,0077,11,
13565,Ranapara,Ranapara,0077,11,
13566,Meenapara,Meenapara,0077,11,
13567,Khairpur,Khairpur,0077,11,
13568,Jalalpura,Jalalpura,0077,11,
13570,Khala Ramsinghpura,Khala Ramsinghpura,0077,11,
13571,Motooka,Motooka,0077,11,
13572,Thikariya,Thikariya,0077,11,
13573,Golara,Golara,0077,11,
13574,Sudharanpara,Sudharanpara,0077,11,
13575,Kareeriya,Kareeriya,0077,11,
13576,Seemla,Seemla,0077,11,
13577,Maliwas,Maliwas,0077,11,
13578,Chanpawas,Chanpawas,0077,11,
13579,Mau Khurd,Mau Khurd,0077,11,
13580,Nihalpura,Nihalpura,0077,11,
13581,Jaitalwari,Jaitalwari,0077,11,
13582,Aliyapara,Aliyapara,0077,11,
13583,Bedhadi Meenan,Bedhadi Meenan,0077,11,
13586,Handli,Handli,0077,11,
13587,Sumel,Sumel,0077,11,
13588,Kanchanpura,Kanchanpura,0077,11,
13589,Baijupara,Baijupara,0077,11,
13590,Kothin,Kothin,0077,11,
13591,Dhigariya Kapoor,Dhigariya Kapoor,0077,11,
13592,Dhigariya Bhim,Dhigariya Bhim,0077,11,
13593,Mau Khera,Mau Khera,0077,11,
13594,Mau Kalan,Mau Kalan,0077,11,
13595,Kaneti,Kaneti,0077,11,
13596,Tigariya,Tigariya,0077,11,
13597,Gadhmadya Ki Dhani,Gadhmadya Ki Dhani,0077,11,
13598,Baori Khera,Baori Khera,0077,11,
13599,Hingota,Hingota,0077,11,
13600,Chamaron Ka Bas,Chamaron Ka Bas,0077,11,
13601,Patar Khera,Patar Khera,0077,11,
13602,Khari Ki Jhonpari,Khari Ki Jhonpari,0077,11,
13603,Kankarwas,Kankarwas,0077,11,
13605,Balahera,Balahera,0077,11,
13606,Badabas,Badabas,0077,11,
13607,Jhoonthahera Kalan,Jhoonthahera Kalan,0077,11,
13608,Jhoonthahera Khurd,Jhoonthahera Khurd,0077,11,
13609,Banawar,Banawar,0078,11,
13610,Hadoli,Hadoli,0078,11,
13611,Isarpur,Isarpur,0078,11,
13612,Nangal Meo,Nangal Meo,0078,11,
13613,Daulat Pura,Daulat Pura,0048,6,
13614,Reengas Pura,Reengas Pura,0048,6,
13616,Haldena,Haldena,0078,11,
13617,Nangal Kolra,Nangal Kolra,0078,11,
13618,Edalpur,Edalpur,0078,11,
13619,Nangal Charan,Nangal Charan,0078,11,
13620,Reendli,Reendli,0078,11,
13621,Garh Himmat Singh,Garh Himmat Singh,0078,11,
13622,Bhandpura,Bhandpura,0078,11,
13623,Raipur,Raipur,0078,11,
13624,Nangal Sumer Singh,Nangal Sumer Singh,0078,11,
13625,Sarawali,Sarawali,0078,11,
13626,Nangal Meena,Nangal Meena,0078,11,
13627,Tahaldi,Tahaldi,0078,11,
13628,Ukroond,Ukroond,0078,11,
13629,Gopal Garh,Gopal Garh,0078,11,
13630,Teekri Kilanot,Teekri Kilanot,0078,11,
13631,Kherli Khurd,Kherli Khurd,0078,11,
13632,Kherli Kalan,Kherli Kalan,0078,11,
13633,Haripura,Haripura,0078,11,
13634,Kishorpura,Kishorpura,0078,11,
13635,Pakhar,Pakhar,0078,11,
13636,Seet,Seet,0078,11,
13637,Raseedpur,Raseedpur,0078,11,
13638,Rajgarh,Rajgarh,0078,11,
13639,Paloda,Paloda,0078,11,
13640,Dallapura,Dallapura,0078,11,
13641,Peelwa,Peelwa,0078,11,
13642,Beerasna,Beerasna,0078,11,
13643,Dhol Khera,Dhol Khera,0078,11,
13644,Manyapura,Manyapura,0078,11,
13645,Bandanpura,Bandanpura,0078,11,
13646,Norangpura,Norangpura,0078,11,
13647,Jatwara,Jatwara,0078,11,
13648,Parla,Parla,0078,11,
13649,Veergaon,Veergaon,0078,11,
13650,Nadna,Nadna,0078,11,
13651,Tudiyana,Tudiyana,0078,11,
13652,Berkhera,Berkhera,0078,11,
13653,Doolhapura,Doolhapura,0078,11,
13654,Valeen,Valeen,0078,11,
13655,Kamalpur,Kamalpur,0078,11,
13656,Akbarpur,Akbarpur,0078,11,
13657,Ramgarh,Ramgarh,0078,11,
13658,Shahadpur,Shahadpur,0078,11,
13659,Motooka,Motooka,0078,11,
13661,Bhapur,Bhapur,0078,11,
13662,Bhopur Tappa,Bhopur Tappa,0078,11,
13663,Kesri,Kesri,0078,11,
13664,Kesra,Kesra,0078,11,
13665,Kherli Narayan Singh,Kherli Narayan Singh,0078,11,
13666,Sarangpur,Sarangpur,0078,11,
13667,Rajpur,Rajpur,0078,11,
13668,Ladanpur,Ladanpur,0078,11,
13669,Magarakha,Magarakha,0048,6,
13670,Bahar Khoh,Bahar Khoh,0078,11,
13671,Khoh Kalan,Khoh Kalan,0078,11,
13672,Todra,Todra,0078,11,
13673,Sinduki,Sinduki,0078,11,
13674,Salimpur,Salimpur,0078,11,
13675,Teekri Jafaran,Teekri Jafaran,0078,11,
13676,Hadiya,Hadiya,0078,11,
13677,Allapur,Allapur,0078,11,
13678,Naya Gaon,Naya Gaon,0078,11,
13679,Dhanturi,Dhanturi,0078,11,
13680,Thekra,Thekra,0078,11,
13681,Samleti,Samleti,0078,11,
13682,Hurla,Hurla,0078,11,
13684,Balaheri,Balaheri,0078,11,
13685,Hansilpur,Hansilpur,0078,11,
13686,Peeplipara,Peeplipara,0078,11,
13687,Mundphori,Mundphori,0078,11,
13688,Norangwara,Norangwara,0078,11,
13689,Vishala,Vishala,0078,11,
13690,Patti Kayampur,Patti Kayampur,0078,11,
13691,Chak Vishala,Chak Vishala,0078,11,
13692,Kayampur,Kayampur,0078,11,
13693,Peepalkhera,Peepalkhera,0078,11,
13695,Maujpur,Maujpur,0078,11,
13696,Saypur,Saypur,0078,11,
13697,Birunda,Birunda,0078,11,
13698,Garhi Patti,Garhi Patti,0078,11,
13699,Kirti Nagla,Kirti Nagla,0078,11,
13700,Khohra Nandsingh,Khohra Nandsingh,0078,11,
13701,Padli,Padli,0078,11,
13702,Samaspur,Samaspur,0078,11,
13703,Birana,Birana,0078,11,
13704,Bareetki,Bareetki,0078,11,
13705,Jagrampur,Jagrampur,0078,11,
13706,Mausampur Patti,Mausampur Patti,0078,11,
13707,Khohri,Khohri,0078,11,
13708,Pariya Ka Nangla,Pariya Ka Nangla,0078,11,
13709,Khonchpuri,Khonchpuri,0078,11,
13710,Churkhera,Churkhera,0078,11,
13711,Amarpur,Amarpur,0078,11,
13712,Goojar Kheriya,Goojar Kheriya,0078,11,
13713,Paota,Paota,0078,11,
13714,Langripura,Langripura,0078,11,
13715,Naugaon,Naugaon,0078,11,
13716,Kutakpur,Kutakpur,0078,11,
13717,Meena Kheriya,Meena Kheriya,0078,11,
13718,Khawda,Khawda,0078,11,
13719,Gazipur,Gazipur,0078,11,
13720,Bhopur Shahpur,Bhopur Shahpur,0078,11,
13721,Gahnoli,Gahnoli,0078,11,
13722,Balloopura,Balloopura,0078,11,
13724,Kherla Gadali,Kherla Gadali,0078,11,
13725,Rasoolpur,Rasoolpur,0078,11,
13726,Lalpur,Lalpur,0078,11,
13727,Palanhera,Palanhera,0078,11,
13728,Machan Ka Pura,Machan Ka Pura,0078,11,
13729,Pahari,Pahari,0078,11,
13730,Mohanpur,Mohanpur,0078,11,
13731,Santha,Santha,0078,11,
13732,Khohra,Khohra,0078,11,
13733,Aund Goojar,Aund Goojar,0078,11,
13734,Aund Meena,Aund Meena,0078,11,
13735,Aund Brahman,Aund Brahman,0078,11,
13736,Khanpur,Khanpur,0078,11,
13737,Gohandi Meena,Gohandi Meena,0078,11,
13738,Gohandi Goojar,Gohandi Goojar,0078,11,
13739,Kondla,Kondla,0078,11,
13740,Khohra Mulla,Khohra Mulla,0078,11,
13741,Wara Bujurg,Wara Bujurg,0078,11,
13742,Kherla Bujurg,Kherla Bujurg,0078,11,
13743,Tehra,Tehra,0078,11,
13744,Milkipura,Milkipura,0078,11,
13745,Khilchipur,Khilchipur,0078,11,
13746,Talchiri,Talchiri,0078,11,
13747,Jahazpur,Jahazpur,0078,11,
13748,Baragaon,Baragaon,0078,11,
13749,Ratanpura,Ratanpura,0078,11,
13750,Salempur,Salempur,0078,11,
13751,Sultanpura,Sultanpura,0078,11,
13752,Jalalpur,Jalalpur,0078,11,
13754,Nahida,Nahida,0078,11,
13755,Sikandarpur,Sikandarpur,0078,11,
13756,Samaspur,Samaspur,0078,11,
13757,Alipur,Alipur,0078,11,
13758,Veerampur,Veerampur,0078,11,
13759,Dhand,Dhand,0078,11,
13760,Sheeshwara,Sheeshwara,0078,11,
13761,Reta,Reta,0079,11,
13762,Dubbi,Dubbi,0079,11,
13763,Kailai,Kailai,0079,11,
13764,Bhojpura,Bhojpura,0079,11,
13765,Sikandara,Sikandara,0079,11,
13766,Bawanpara,Bawanpara,0079,11,
13767,Mariyada,Mariyada,0079,11,
13768,Leekhli,Leekhli,0079,11,
13769,Gaonri,Gaonri,0079,11,
13770,Peepalki,Peepalki,0079,11,
13771,Manpur,Manpur,0079,11,
13772,Nikatpuri,Nikatpuri,0079,11,
13773,Asatwara,Asatwara,0079,11,
13774,Raipura Gujar,Raipura Gujar,0079,11,
13775,Jodhpura,Jodhpura,0079,11,
13776,Jopara,Jopara,0079,11,
13777,Khadarpur,Khadarpur,0079,11,
13778,Karori,Karori,0079,11,
13779,Surer,Surer,0079,11,
13780,Chandera,Chandera,0079,11,
13781,Brahmbad,Brahmbad,0079,11,
13782,Parli,Parli,0079,11,
13783,Meena Seemla,Meena Seemla,0079,11,
13784,Gujar Seemla,Gujar Seemla,0079,11,
13785,Khera Paharpur,Khera Paharpur,0079,11,
13786,Sultanpura,Sultanpura,0079,11,
13787,Udaipura,Udaipura,0079,11,
13788,Bhalpur,Bhalpur,0079,11,
13789,Patti Salesingh,Patti Salesingh,0079,11,
13790,Nandri,Nandri,0079,11,
13791,Darjapur,Darjapur,0079,11,
13792,Theekariya,Theekariya,0079,11,
13793,Naya Gaon,Naya Gaon,0079,11,
13794,Chandoosa,Chandoosa,0079,11,
13795,Heengi,Heengi,0079,11,
13796,Kheri Ramla,Kheri Ramla,0079,11,
13797,Peelori,Peelori,0079,11,
13798,Kherla,Kherla,0079,11,
13799,Pancholi,Pancholi,0079,11,
13800,Murlipur,Murlipur,0079,11,
13801,Dhulkot,Dhulkot,0079,11,
13802,Seekri,Seekri,0079,11,
13803,Sanwas,Sanwas,0079,11,
13804,Raipura Brahman,Raipura Brahman,0079,11,
13805,Beendarwara,Beendarwara,0079,11,
13806,Brahman Bairada,Brahman Bairada,0079,11,
13807,Goliya,Goliya,0079,11,
13808,Itka,Itka,0079,11,
13809,Basra,Basra,0079,11,
13810,Girdharpura,Girdharpura,0079,11,
13811,Kalera,Kalera,0079,11,
13812,Chhokarwara,Chhokarwara,0079,11,
13813,Nihalpura,Nihalpura,0079,11,
13814,Bhandari,Bhandari,0079,11,
13815,Dolika,Dolika,0079,11,
13816,Peelwa Kalan,Peelwa Kalan,0079,11,
13817,Peelwa Khurd,Peelwa Khurd,0079,11,
13818,Gujar Bairada,Gujar Bairada,0079,11,
13819,Malawas,Malawas,0079,11,
13820,Deori,Deori,0079,11,
13821,Ladpura @ Atta,Ladpura @ Atta,0079,11,
13822,Jhaparawas,Jhaparawas,0079,11,
13823,Karoli,Karoli,0079,11,
13824,Mohchingpura,Mohchingpura,0079,11,
13825,Moroli,Moroli,0079,11,
13826,Ranoli,Ranoli,0079,11,
13827,Garh,Garh,0079,11,
13828,Kherawas,Kherawas,0079,11,
13829,Gumanpura,Gumanpura,0079,11,
13830,Korda Khurd,Korda Khurd,0079,11,
13831,Korda Kalan,Korda Kalan,0079,11,
13832,Dhiradi,Dhiradi,0079,11,
13833,Shekhpura,Shekhpura,0079,11,
13834,Bairada Khurd,Bairada Khurd,0079,11,
13835,Goojarwara,Goojarwara,0079,11,
13836,Meenawara,Meenawara,0079,11,
13837,Naharna,Naharna,0079,11,
13838,Rajwas,Rajwas,0079,11,
13839,Bhadangyawas,Bhadangyawas,0079,11,
13840,Jharna,Jharna,0079,11,
13841,Achalpura,Achalpura,0079,11,
13842,Chak Sarundla,Chak Sarundla,0079,11,
13843,Jheejhan,Jheejhan,0079,11,
13844,Barli,Barli,0079,11,
13845,Ramgarh,Ramgarh,0079,11,
13846,Parli Barh,Parli Barh,0079,11,
13847,Gilari,Gilari,0079,11,
13848,Kalwan,Kalwan,0079,11,
13849,Kailai,Kailai,0079,11,
13850,Sikrai,Sikrai,0079,11,
13851,Chak Ganipur,Chak Ganipur,0079,11,
13852,Kundera Khurd,Kundera Khurd,0079,11,
13853,Ganipur,Ganipur,0079,11,
13854,Heengwa,Heengwa,0079,11,
13855,Girdharipura,Girdharipura,0079,11,
13856,Ramera,Ramera,0079,11,
13857,Kundera Doongar,Kundera Doongar,0079,11,
13858,Sikrai Doongar,Sikrai Doongar,0079,11,
13859,Mudiya Khera,Mudiya Khera,0079,11,
13860,Namner,Namner,0079,11,
13861,Morer,Morer,0079,11,
13862,Geejgarh,Geejgarh,0079,11,
13863,Chandpur,Chandpur,0079,11,
13864,Sarundla,Sarundla,0079,11,
13865,Jahangirpura,Jahangirpura,0079,11,
13866,Jahangiriya,Jahangiriya,0079,11,
13867,Gangadwari,Gangadwari,0079,11,
13868,Gandrawa,Gandrawa,0079,11,
13869,Agawali,Agawali,0079,11,
13870,Udalwara,Udalwara,0079,11,
13871,Bahrawanda,Bahrawanda,0079,11,
13872,Lanka,Lanka,0079,11,
13873,Dawankar,Dawankar,0079,11,
13874,Gadhora,Gadhora,0079,11,
13875,Ambari,Ambari,0079,11,
13876,Jodhya,Jodhya,0079,11,
13877,Barh Bairawanda,Barh Bairawanda,0079,11,
13878,Torda,Torda,0079,11,
13879,Farraspura,Farraspura,0079,11,
13880,Maulai,Maulai,0079,11,
13881,Jagrampura Patti,Jagrampura Patti,0079,11,
13882,Chak Kalakho,Chak Kalakho,0079,11,
13883,Kalakho,Kalakho,0079,11,
13884,Geroji,Geroji,0079,11,
13885,Boojot,Boojot,0079,11,
13886,Patan,Patan,0079,11,
13887,Chainpura,Chainpura,0079,11,
13888,Jaisinghpura,Jaisinghpura,0079,11,
13889,Ghoomana,Ghoomana,0079,11,
13890,Gadoli,Gadoli,0079,11,
13891,Gerota,Gerota,0079,11,
13892,Garhi,Garhi,0079,11,
13893,Jagsahaipura,Jagsahaipura,0079,11,
13894,Banepura,Banepura,0079,11,
13895,Bhaogarh,Bhaogarh,0079,11,
13896,Baseri,Baseri,0079,11,
13897,Dainda,Dainda,0079,11,
13898,Lakhanpur,Lakhanpur,0079,11,
13899,Nahar Khohra,Nahar Khohra,0079,11,
13900,Rampura @ Maharajpura,Rampura @ Maharajpura,0080,11,
13903,Binawala,Binawala,0080,11,
13904,Shri Madhogovindpura,Shri Madhogovindpura,0080,11,
13905,Khartala,Khartala,0080,11,
13906,Jhajhrawala,Jhajhrawala,0080,11,
13907,Bhaiyapura,Bhaiyapura,0080,11,
13908,Sainthal,Sainthal,0080,11,
13909,Chak Habibwala,Chak Habibwala,0080,11,
13910,Barh Rajdhar,Barh Rajdhar,0080,11,
13911,Habibwala,Habibwala,0080,11,
13912,Gurki,Gurki,0080,11,
13913,Peelwa,Peelwa,0080,11,
13915,Koleshwar Kalan,Koleshwar Kalan,0080,11,
13918,Chordi,Chordi,0080,11,
13919,Dadanka,Dadanka,0080,11,
13920,Akhepura,Akhepura,0080,11,
13921,Bishanpura,Bishanpura,0080,11,
13922,Dharampura,Dharampura,0080,11,
13923,Baroli,Baroli,0080,11,
13924,Khohra Khurd,Khohra Khurd,0080,11,
13925,Kundal,Kundal,0080,11,
13927,Bhedoli,Bhedoli,0080,11,
13929,Kalota,Kalota,0080,11,
13930,Lohsari,Lohsari,0080,11,
13931,Achhiwas,Achhiwas,0080,11,
13932,Jopara,Jopara,0080,11,
13933,Lotwara,Lotwara,0080,11,
13934,Khohra Kalan,Khohra Kalan,0080,11,
13935,Dantli,Dantli,0080,11,
13937,Seengpura,Seengpura,0080,11,
13938,Hodayli,Hodayli,0080,11,
13939,Barh Chhangala,Barh Chhangala,0080,11,
13940,Chainpura,Chainpura,0080,11,
13942,Sudarshanpura,Sudarshanpura,0080,11,
13943,Dhai,Dhai,0080,11,
13944,Jhera,Jhera,0080,11,
13945,Biharipura,Biharipura,0080,11,
13946,Chandrana,Chandrana,0080,11,
13947,Malpura,Malpura,0080,11,
13948,Sitapura,Sitapura,0080,11,
13949,Khuri Kalan,Khuri Kalan,0080,11,
13950,Khuri Khurd,Khuri Khurd,0080,11,
13951,Jasota,Jasota,0080,11,
13952,Banetha,Banetha,0080,11,
13953,Mahsara Kalan,Mahsara Kalan,0080,11,
13954,Hajya Ka Bas,Hajya Ka Bas,0080,11,
13955,Prempura,Prempura,0080,11,
13956,Manga Bhata,Manga Bhata,0080,11,
13957,Rajpura,Rajpura,0080,11,
13958,Morasani,Morasani,0080,11,
13959,Palawas,Palawas,0080,11,
13960,Jaipura,Jaipura,0080,11,
13961,Bane Ka Barkhera,Bane Ka Barkhera,0080,11,
13962,Kheenchawas,Kheenchawas,0080,11,
13963,Bairawas,Bairawas,0080,11,
13964,Kandoli,Kandoli,0080,11,
13965,Parli,Parli,0080,11,
13966,Mitrapura,Mitrapura,0080,11,
13967,Bhankhrota,Bhankhrota,0080,11,
13968,Bhankri,Bhankri,0080,11,
13970,Dausa Khurd (Rural),Dausa Khurd (Rural),0080,11,
13972,Mahansara Khurd (Rural),Mahansara Khurd (Rural),0080,11,
13973,Barh Dausa,Barh Dausa,0080,11,
13974,Chak Jasota,Chak Jasota,0080,11,
13975,Rohara,Rohara,0080,11,
13976,Haripura,Haripura,0080,11,
13977,Malagwas,Malagwas,0080,11,
13978,Chawandeda,Chawandeda,0080,11,
13979,Mora Patti,Mora Patti,0080,11,
13980,Raypur,Raypur,0080,11,
13981,Roogali,Roogali,0080,11,
13982,Barkhera,Barkhera,0080,11,
13983,Barh Chandrana,Barh Chandrana,0080,11,
13984,Nangal Bersi,Nangal Bersi,0080,11,
13985,Khairwal,Khairwal,0080,11,
13986,Bhandana,Bhandana,0080,11,
13988,Jirota Kalan,Jirota Kalan,0080,11,
13989,Dalelpura,Dalelpura,0080,11,
13990,Sabalpura,Sabalpura,0080,11,
13991,Chak Rampura,Chak Rampura,0080,11,
13992,Malarna,Malarna,0080,11,
13993,Singwara,Singwara,0080,11,
13994,Dharanwas,Dharanwas,0080,11,
13995,Rampura Khurd,Rampura Khurd,0080,11,
13996,Nangal Govind,Nangal Govind,0080,11,
13997,Googolao,Googolao,0080,11,
13998,Chak Dharanwas,Chak Dharanwas,0080,11,
13999,Dhigariya,Dhigariya,0080,11,
14000,Baniyana,Baniyana,0080,11,
14001,Jairampura,Jairampura,0080,11,
14002,Ramjipura,Ramjipura,0080,11,
14003,Hingotiya,Hingotiya,0080,11,
14004,Kherla Khurd,Kherla Khurd,0080,11,
14005,Beeghawas,Beeghawas,0080,11,
14006,Chawand,Chawand,0080,11,
14007,Ganglyawas,Ganglyawas,0080,11,
14008,Raniwas,Raniwas,0080,11,
14009,Rajwas,Rajwas,0080,11,
14010,Daglao,Daglao,0080,11,
14011,Ralawata,Ralawata,0080,11,
14012,Rughnathpura,Rughnathpura,0080,11,
14013,Motalwas,Motalwas,0080,11,
14014,Surajpura,Surajpura,0080,11,
14015,Ganeshpura,Ganeshpura,0080,11,
14017,Kherli,Kherli,0080,11,
14019,Rampura Kalan,Rampura Kalan,0080,11,
14020,Bhaglai,Bhaglai,0080,11,
14021,Chuchariya Ka Was,Chuchariya Ka Was,0080,11,
14022,Ramsinghpura,Ramsinghpura,0080,11,
14023,Chak Bhaglai,Chak Bhaglai,0080,11,
14024,Jaisinghpura,Jaisinghpura,0080,11,
14025,Bhaglao,Bhaglao,0080,11,
14026,Maharajpura,Maharajpura,0080,11,
14027,Shyalawas,Shyalawas,0080,11,
14028,Nangal Chapa,Nangal Chapa,0080,11,
14029,Kharandi,Kharandi,0080,11,
14030,Birasna,Birasna,0080,11,
14031,Gothra,Gothra,0080,11,
14034,Amtera,Amtera,0080,11,
14035,Dewanwara,Dewanwara,0080,11,
14036,Sarai,Sarai,0080,11,
14037,Bairawas,Bairawas,0080,11,
14038,Moond Ghisya,Moond Ghisya,0080,11,
14039,Khawa Raoji,Khawa Raoji,0080,11,
14040,Basna,Basna,0080,11,
14042,Itarda,Itarda,0080,11,
14045,Dehlari,Dehlari,0080,11,
14046,Baragaon,Baragaon,0080,11,
14047,Matwas,Matwas,0080,11,
14048,Boontoli,Boontoli,0080,11,
14049,Kanwarpura,Kanwarpura,0080,11,
14050,Karanpura,Karanpura,0080,11,
14051,Kota Patti,Kota Patti,0080,11,
14052,Anandpura,Anandpura,0080,11,
14053,Purbiyawas,Purbiyawas,0080,11,
14055,Khanpura,Khanpura,0080,11,
14056,Beer Lawan,Beer Lawan,0080,11,
14057,Chak Khanpura,Chak Khanpura,0080,11,
14058,Deori,Deori,0080,11,
14059,Peepalya Chainpura,Peepalya Chainpura,0080,11,
14060,Prahladpura,Prahladpura,0080,11,
14061,Dharasooti,Dharasooti,0080,11,
14062,Gurha Keeratwas,Gurha Keeratwas,0080,11,
14063,Rajwas,Rajwas,0080,11,
14064,Gaonli,Gaonli,0080,11,
14065,Moonsolai,Moonsolai,0080,11,
14066,Hariyana @ Harinathpura,Hariyana @ Harinathpura,0080,11,
14067,Mandera Sunarpura,Mandera Sunarpura,0080,11,
14068,Jhoopariya,Jhoopariya,0080,11,
14069,Jagsahaipura,Jagsahaipura,0080,11,
14070,Bhoodlya Bhootpura,Bhoodlya Bhootpura,0080,11,
14071,Jailampura,Jailampura,0080,11,
14072,Khandewal,Khandewal,0080,11,
14073,Khanwas,Khanwas,0080,11,
14074,Chak Harpatti,Chak Harpatti,0080,11,
14075,Dugrawata,Dugrawata,0080,11,
14076,Pooranwas,Pooranwas,0080,11,
14077,Dublya,Dublya,0080,11,
14078,Chak Jagrampura,Chak Jagrampura,0080,11,
14079,Jagrampura,Jagrampura,0080,11,
14080,Harpatti,Harpatti,0080,11,
14081,Chak Dehlas,Chak Dehlas,0080,11,
14082,Dehlas,Dehlas,0080,11,
14083,Kishanpura Bara,Kishanpura Bara,0080,11,
14084,Barh Bidarkha,Barh Bidarkha,0080,11,
14085,Girdharpura,Girdharpura,0080,11,
14086,Bidarkha,Bidarkha,0080,11,
14087,Nayagaon,Nayagaon,0080,11,
14088,Kishanpura Tapriya,Kishanpura Tapriya,0080,11,
14089,Todarwas,Todarwas,0080,11,
14090,Kherawas,Kherawas,0080,11,
14091,Malwas,Malwas,0080,11,
14092,Ramsinghpura,Ramsinghpura,0080,11,
14093,Rajpura,Rajpura,0080,11,
14094,Kolyawas,Kolyawas,0080,11,
14095,Shekhpura,Shekhpura,0080,11,
14096,Kishorpura,Kishorpura,0080,11,
14097,Ramthala,Ramthala,0080,11,
14098,Kanpura,Kanpura,0080,11,
14099,Pyariwas,Pyariwas,0080,11,
14100,Nangal Rajawatan,Nangal Rajawatan,0080,11,
14101,Dhakawas,Dhakawas,0080,11,
14102,Teentoli,Teentoli,0080,11,
14104,Raniwas,Raniwas,0080,11,
14105,Lahri Ka Was,Lahri Ka Was,0080,11,
14106,Churiyawas,Churiyawas,0080,11,
14107,Lakhan Ka Bas,Lakhan Ka Bas,0080,11,
14108,Jaitpura,Jaitpura,0080,11,
14109,Mohanpura,Mohanpura,0080,11,
14110,Sawaipura,Sawaipura,0080,11,
14111,Udaipura,Udaipura,0080,11,
14112,Barh Sawaipura,Barh Sawaipura,0080,11,
14115,Baijwari,Baijwari,0080,11,
14116,Seengpura,Seengpura,0080,11,
14117,Sahaspur,Sahaspur,0080,11,
14118,Kalikhar,Kalikhar,0080,11,
14119,Ramsinghpura,Ramsinghpura,0080,11,
14120,Chak Kalikhar,Chak Kalikhar,0080,11,
14121,Chak Chhareda,Chak Chhareda,0080,11,
14123,Jaun,Jaun,0080,11,
14124,Chak Sahaspur,Chak Sahaspur,0080,11,
14125,Kherawas,Kherawas,0080,11,
14126,Dharanwas,Dharanwas,0080,11,
14127,Hapawas,Hapawas,0080,11,
14128,Banri,Banri,0080,11,
14129,Balawas,Balawas,0080,11,
14130,Kaleri,Kaleri,0080,11,
14131,Bardakho,Bardakho,0080,11,
14132,Sar,Sar,0080,11,
14133,Koopawas,Koopawas,0081,11,
14134,Hemlyawala,Hemlyawala,0081,11,
14135,Hirdaigarh Chak No.1,Hirdaigarh Chak No.1,0081,11,
