TCode,Name_E,Name_G,BID
0093,Kanjipani P.S.,Kanjipani P.S.,227
0415,Golamunda (0415),Golamunda (0415),253
0417,Kokasara (0417),Kokasara (0417),255
0089,Patana P.S.,Patana P.S.,217
0418,Jayapatna (0418),Jayapatna (0418),256
0419,Thuamul Rampur (0419),Thuamul Rampur (0419),258
0099,Ghasipura P.S.,Ghasipura P.S.,212
0184,Ersama P.S. (0184),Ersama P.S. (0184),261
0183,Abhyachandpur P.S. (New),Abhyachandpur P.S. (New),261
0333,GANJAM (0333),GANJAM (0333),263
0419,Thuamul Rampur (0419),Thuamul Rampur (0419),264
0100,Anandapur P.S.,Anandapur P.S.,216
0186,Jagatsinghapur P.S.(0186),Jagatsinghapur P.S.(0186),266
0321,BHANJANAGAR (0321),BHANJANAGAR (0321),268
0181,Paradeep Lock P.S. (New),Paradeep Lock P.S. (New),239
0180,Paradip P.S. ,Paradip P.S. ,239
0408,Madanpur Rampur (0408),Madanpur Rampur (0408),269
0423,Bishamakatak(0423),Bishamakatak(0423),272
0321,BHANJANAGAR (0321),BHANJANAGAR (0321),273
0336,PURUSOTTAMPUR(0336),PURUSOTTAMPUR(0336),274
0343,DIGAPAHANDI (0343),DIGAPAHANDI (0343),275
0319,BUGUDA (0319),BUGUDA (0319),276
0344,NUAGAON (0344),NUAGAON (0344),277
0326,DHARAKOTE (0326),DHARAKOTE (0326),278
0327,KABISURYANAGAR (0327),KABISURYANAGAR (0327),279
0143,Baleshwar Sadar P.S.(P) (0143),Baleshwar Sadar P.S.(P) (0143),280
0342,GOLANTHARA (0342),GOLANTHARA (0342),281
0143,Baleshwar Sadar P.S.(P) ,Baleshwar Sadar P.S.(P) ,61
0330,KHALIKOTE (0330),KHALIKOTE (0330),282
0340,BRAHMAPUR SADAR ,BRAHMAPUR SADAR ,281
0302,Bhubaneswar (M.Corp.) P.S.(0302),Bhubaneswar (M.Corp.) P.S.(0302),289
0037,Sadar P.S.,Sadar P.S.,290
0293,Uttara ,Uttara ,289
0230,Binjharpur P.S. (P)(0230),Binjharpur P.S. (P)(0230),307
0218,Kalinganagar P.S. (P)(0218),Kalinganagar P.S. (P)(0218),306
0225,Dharmasala P.S. (P)(0225),Dharmasala P.S. (P)(0225),307
0221,Korai P.S. (0221),Korai P.S. (0221),308
0227,Kuakhia P.S.  (New)(0227),Kuakhia P.S.  (New)(0227),309
0232,Mangalpur P.S. (0232),Mangalpur P.S. (0232),310
0224,Jajpur Sadar P.S. (P) (New)(0224),Jajpur Sadar P.S. (P) (New)(0224),311
0222,Panikoili P.S.(P) (New)(0222),Panikoili P.S.(P) (New)(0222),312
0438,Chandahandi (0438),Chandahandi (0438),313
0229,Balichandrapur P.S. (P)(0229),Balichandrapur P.S. (P)(0229),314
0440,Dabugan (0440),Dabugan (0440),315
0439,Jharigan  (0439),Jharigan  (0439),316
0127,Betanati P.S.,Betanati P.S.,370
0216,Tomka P.S.(0216),Tomka P.S.(0216),318
0443,Kosagumuda (0443),Kosagumuda (0443),319
0128,Barsahi P.S.,Barsahi P.S.,370
0369,Tumudibandha (0369),Tumudibandha (0369),321
0226,Jenapur P.S. (P) (New)(0226),Jenapur P.S. (P) (New)(0226),322
0120,Koliana P.S.,Koliana P.S.,370
0220,Jajapur Road P.S.(P) (0220),Jajapur Road P.S.(P) (0220),324
0373,Daringbadi(0373),Daringbadi(0373),325
0422,Chandrapur (0422),Chandrapur (0422),326
0432,Gudari (0432),Gudari (0432),327
0362,G.Udayagiri (0362),G.Udayagiri (0362),328
0219,Jakhapura P.S.(New)(0219),Jakhapura P.S.(New)(0219),329
0123,Suliapada P.S.,Suliapada P.S.,370
0361,Khajuripada (0361),Khajuripada (0361),331
0444,Nabarangapur(0444),Nabarangapur(0444),332
0424,Kalyanasingpur (0424),Kalyanasingpur (0424),333
0108,Gorumahisani P.S.(0108),Gorumahisani P.S.(0108),334
0425,Kashipur (0425),Kashipur (0425),335
0222,Panikoili P.S.(P) (New)(0222),Panikoili P.S.(P) (New)(0222),336
0105,Bahalda P.S.(0105),Bahalda P.S.(0105),340
0368,Nuagaon (0368),Nuagaon (0368),341
0430,Seskhal (0430),Seskhal (0430),342
0366,Phiringia  (0366),Phiringia  (0366),343
0126,Baisinga P.S.(0126),Baisinga P.S.(0126),344
0421,Muniguda (0421),Muniguda (0421),345
0121,Bangiriposi P.S.(0121),Bangiriposi P.S.(0121),346
0433,Padmapur (0433),Padmapur (0433),347
0122,Chandua P.S.,Chandua P.S.,411
0447,Kotpad (0447),Kotpad (0447),349
0431,Gunupur (0431),Gunupur (0431),350
0134,Baripada (M) P.S.(0134),Baripada (M) P.S.(0134),351
0374,Raikia (0374),Raikia (0374),352
0363,Tikabali (0363),Tikabali (0363),353
0429,Rayagada (0429),Rayagada (0429),354
0111,Rairangpur P.S.,Rairangpur P.S.,361
0118,Baripada Sadar P.S.,Baripada Sadar P.S.,410
0372,Brahmanigaon,Brahmanigaon,325
0127,Betanati P.S.,Betanati P.S.,410
0030,Thelkoloi  P.S. (New)(0030),Thelkoloi  P.S. (New)(0030),358
0029,Katarbaga P.S.(0029),Katarbaga P.S.(0029),369
0126,Baisinga P.S.,Baisinga P.S.,376
0218,Kalinganagar P.S. (P)(0218),Kalinganagar P.S. (P)(0218),371
0274,Fategarh (0274),Fategarh (0274),433
0420,Ambadala ,Ambadala ,345
0225,Dharmasala P.S. (P)(0225),Dharmasala P.S. (P)(0225),373
0132,Sharata P.S.,Sharata P.S.,374
0221,Korai P.S. (0221),Korai P.S. (0221),375
0392,Patnagarh ,Patnagarh ,118
0115,Ghagarbeda P.S. (New),Ghagarbeda P.S. (New),409
0111,Rairangpur P.S.(0111),Rairangpur P.S.(0111),355
0032,Sasan P.S.(0032),Sasan P.S.(0032),379
0215,Sukinda (0215),Sukinda (0215),380
0032,Sasan P.S.,Sasan P.S.,47
0029,Katarbaga P.S.,Katarbaga P.S.,47
0460,Machh kund (0460),Machh kund (0460),381
0030,Thelkoloi  P.S. (New),Thelkoloi  P.S. (New),47
0365,Sarangagarh ,Sarangagarh ,341
0392,Patnagarh ,Patnagarh ,163
0431,Gunupur ,Gunupur ,330
0115,Ghagarbeda P.S. (New)(0115),Ghagarbeda P.S. (New)(0115),383
0227,Kuakhia P.S.  (New)(0227),Kuakhia P.S.  (New)(0227),384
0232,Mangalpur P.S. (0232),Mangalpur P.S. (0232),385
0224,Jajpur Sadar P.S. (P) (New)(0224),Jajpur Sadar P.S. (P) (New)(0224),386
0463,Similiguda (0463),Similiguda (0463),387
0468,Malkangiri (0468),Malkangiri (0468),388
0133,Mahuldiha P.S.,Mahuldiha P.S.,406
0229,Balichandrapur P.S. (P),Balichandrapur P.S. (P),356
0446,Khatiguda (0446),Khatiguda (0446),391
0216,Tomka P.S.,Tomka P.S.,371
0129,Khunta P.S.(0129),Khunta P.S.(0129),320
0132,Sharata P.S.,Sharata P.S.,431
0226,Jenapur P.S. (P) (New),Jenapur P.S. (P) (New),373
0231,Bari - Ramachandrapur P.S.(New),Bari - Ramachandrapur P.S.(New),357
0383,Binika ,Binika ,38
0037,Sadar P.S.,Sadar P.S.,456
0128,Barsahi P.S.,Barsahi P.S.,376
0125,Rasagobindapur P.S.,Rasagobindapur P.S.,376
0118,Baripada Sadar P.S.,Baripada Sadar P.S.,376
0124,Muruda P.S.,Muruda P.S.,376
0110,Bisoi P.S.,Bisoi P.S.,445
0112,Badampahar P.S.,Badampahar P.S.,445
0121,Bangiriposi P.S.,Bangiriposi P.S.,377
0130,Udala P.S.,Udala P.S.,431
0133,Mahuldiha P.S.,Mahuldiha P.S.,431
0113,Jashipur P.S.,Jashipur P.S.,412
0117,Thakurmunda P.S.,Thakurmunda P.S.,412
0128,Barsahi P.S.,Barsahi P.S.,320
0130,Udala P.S.,Udala P.S.,320
0118,Baripada Sadar P.S.,Baripada Sadar P.S.,411
0119,Baripada Town P.S.,Baripada Town P.S.,411
0109,Jharpokharia P.S.,Jharpokharia P.S.,411
0121,Bangiriposi P.S.,Bangiriposi P.S.,411
0107,Rairangpur Town P.S.,Rairangpur Town P.S.,361
0125,Rasagobindapur P.S.,Rasagobindapur P.S.,410
0123,Suliapada P.S.,Suliapada P.S.,410
0113,Jashipur P.S.,Jashipur P.S.,409
0127,Betanati P.S.,Betanati P.S.,408
0124,Muruda P.S.,Muruda P.S.,408
0129,Khunta P.S.,Khunta P.S.,446
0130,Udala P.S.,Udala P.S.,446
0120,Koliana P.S.,Koliana P.S.,446
0121,Bangiriposi P.S.,Bangiriposi P.S.,443
0120,Koliana P.S.,Koliana P.S.,443
0122,Chandua P.S.,Chandua P.S.,443
0116,Karanjia P.S.,Karanjia P.S.,444
0113,Jashipur P.S.,Jashipur P.S.,444
0118,Baripada Sadar P.S.,Baripada Sadar P.S.,407
0124,Muruda P.S.,Muruda P.S.,407
0122,Chandua P.S.,Chandua P.S.,407
0132,Sharata P.S.,Sharata P.S.,406
0116,Karanjia P.S.,Karanjia P.S.,406
0105,Bahalda P.S.,Bahalda P.S.,404
0131,Kaptipada P.S.,Kaptipada P.S.,402
0129,Khunta P.S.,Khunta P.S.,402
0153,Soro P.S.,Soro P.S.,81
0182,Kujang P.S.,Kujang P.S.,261
0184,Ersama P.S. ,Ersama P.S. ,239
0444,Nabarangapur(0444),Nabarangapur(0444),382
0429,Rayagada ,Rayagada ,342
0430,Seskhal (0430),Seskhal (0430),466
0430,Seskhal ,Seskhal ,354
0434,Puttasing ,Puttasing ,330
0185,Tirtol P.S. ,Tirtol P.S. ,239
0433,Padmapur ,Padmapur ,330
0121,Bangiriposi P.S.(0121),Bangiriposi P.S.(0121),366
0118,Baripada Sadar P.S.(0118),Baripada Sadar P.S.(0118),370
0119,Baripada Town P.S.(0119),Baripada Town P.S.(0119),372
0128,Barsahi P.S.(0128),Barsahi P.S.(0128),374
0217,Kaliapani P.S. (New),Kaliapani P.S. (New),380
0127,Betanati P.S.(0127),Betanati P.S.(0127),397
0436,Kundei (0436),Kundei (0436),398
0474,Orkel (0474),Orkel (0474),399
0476,Podia (0476),Podia (0476),400
0127,Betanati P.S.(0127),Betanati P.S.(0127),376
0367,Baliguda (0367),Baliguda (0367),317
0110,Bisoi P.S.(0110),Bisoi P.S.(0110),377
0460,Machh kund (0460),Machh kund (0460),401
0122,Chandua P.S.(0122),Chandua P.S.(0122),378
0219,Jakhapura P.S.(New),Jakhapura P.S.(New),373
0130,Udala P.S.(0130),Udala P.S.(0130),402
0463,Similiguda (0463),Similiguda (0463),403
0468,Malkangiri (0468),Malkangiri (0468),390
0104,Tiring P.S.(0104),Tiring P.S.(0104),404
0469,Mathili (0469),Mathili (0469),392
0463,Similiguda (0463),Similiguda (0463),405
0117,Thakurmunda P.S.(0117),Thakurmunda P.S.(0117),406
0468,Malkangiri (0468),Malkangiri (0468),394
0364,Chakapada (0364),Chakapada (0364),323
0123,Suliapada P.S.(0123),Suliapada P.S.(0123),407
0470,Mudulipada (0470),Mudulipada (0470),396
0125,Rasagobindapur P.S.(0125),Rasagobindapur P.S.(0125),408
0114,Raruan P.S.(0114),Raruan P.S.(0114),409
0371,Kotagarh (0371),Kotagarh (0371),337
0124,Muruda P.S.(0124),Muruda P.S.(0124),410
0360,Phulabani Town  (0360),Phulabani Town  (0360),348
0120,Koliana P.S.(0120),Koliana P.S.(0120),411
0116,Karanjia P.S.(0116),Karanjia P.S.(0116),412
0270,Dasapalla  (0270),Dasapalla  (0270),413
0274,Fategarh (0274),Fategarh (0274),414
0474,Orkel ,Orkel ,394
0445,Tentulikhunti (0445),Tentulikhunti (0445),415
0269,Gania (0269),Gania (0269),416
0471,Chitrakonda ,Chitrakonda ,399
0473,Jodamba ,Jodamba ,399
0472,Paparmetla ,Paparmetla ,399
0477,M.V. 79 ,M.V. 79 ,400
0455,Koraput (0455),Koraput (0455),418
0478,Motu ,Motu ,400
0273,Khandapada (0273),Khandapada (0273),419
0227,Kuakhia P.S.  (New),Kuakhia P.S.  (New),373
0455,Koraput (0455),Koraput (0455),422
0231,Bari - Ramachandrapur P.S.(New),Bari - Ramachandrapur P.S.(New),373
0469,Mathili ,Mathili ,396
0273,Khandapada (0273),Khandapada (0273),430
0131,Kaptipada P.S.(0131),Kaptipada P.S.(0131),431
0385,Biramaharajpur ,Biramaharajpur ,36
0381,Dunguripali ,Dunguripali ,35
0395,Belpara ,Belpara ,118
0269,Gania (0269),Gania (0269),434
0242,Balimi (0242),Balimi (0242),168
0455,Koraput (0455),Koraput (0455),437
0378,Baudh Sadar (0378),Baudh Sadar (0378),141
0400,Titlagarh ,Titlagarh ,134
0460,Machh kund (0460),Machh kund (0460),438
0471,Chitrakonda ,Chitrakonda ,394
0462,Nandapur (0462),Nandapur (0462),439
0461,Padua ,Padua ,439
0106,Jamda P.S.(New)(0106),Jamda P.S.(New)(0106),440
0129,Khunta P.S.(0129),Khunta P.S.(0129),441
0457,Jeypur (0457),Jeypur (0457),442
0109,Jharpokharia P.S.(0109),Jharpokharia P.S.(0109),443
0114,Raruan P.S.(0114),Raruan P.S.(0114),444
0446,Khatiguda ,Khatiguda ,415
0111,Rairangpur P.S.(0111),Rairangpur P.S.(0111),445
0359,Phulabani ,Phulabani ,348
0376,Manamunda (0376),Manamunda (0376),143
0118,Baripada Sadar P.S.,Baripada Sadar P.S.,320
0119,Baripada Town P.S.,Baripada Town P.S.,320
0183,Abhyachandpur P.S. (New)(0183),Abhyachandpur P.S. (New)(0183),266
0225,Dharmasala P.S. (P),Dharmasala P.S. (P),356
0231,Bari - Ramachandrapur P.S.(New),Bari - Ramachandrapur P.S.(New),356
0226,Jenapur P.S. (P) (New),Jenapur P.S. (P) (New),356
0230,Binjharpur P.S. (P),Binjharpur P.S. (P),357
0224,Jajpur Sadar P.S. (P) (New),Jajpur Sadar P.S. (P) (New),357
0225,Dharmasala P.S. (P),Dharmasala P.S. (P),357
0229,Balichandrapur P.S. (P),Balichandrapur P.S. (P),357
0215,Sukinda ,Sukinda ,371
0221,Korai P.S. ,Korai P.S. ,371
0222,Panikoili P.S.(P) (New),Panikoili P.S.(P) (New),371
0227,Kuakhia P.S.  (New),Kuakhia P.S.  (New),371
0226,Jenapur P.S. (P) (New),Jenapur P.S. (P) (New),371
0230,Binjharpur P.S. (P),Binjharpur P.S. (P),385
0224,Jajpur Sadar P.S. (P) (New),Jajpur Sadar P.S. (P) (New),385
0232,Mangalpur P.S. ,Mangalpur P.S. ,386
0263,Kishorenagar (0263),Kishorenagar (0263),137
0261,Chhendipada  (0261),Chhendipada  (0261),137
0118,Baripada Sadar P.S.(0118),Baripada Sadar P.S.(0118),443
0043,Rairakhol P.S.,Rairakhol P.S.,461
0177,Patkura (0177),Patkura (0177),73
0292,Airfield (Kapila Prasad) ,Airfield (Kapila Prasad) ,59
0285,Chandaka ,Chandaka ,59
0470,Mudulipada ,Mudulipada ,392
0388,Tarbha ,Tarbha ,37
0385,Biramaharajpur ,Biramaharajpur ,40
0230,Binjharpur P.S. (P),Binjharpur P.S. (P),386
0231,Bari - Ramachandrapur P.S.(New),Bari - Ramachandrapur P.S.(New),386
0222,Panikoili P.S.(P) (New),Panikoili P.S.(P) (New),386
0227,Kuakhia P.S.  (New),Kuakhia P.S.  (New),386
0227,Kuakhia P.S.  (New),Kuakhia P.S.  (New),375
0224,Jajpur Sadar P.S. (P) (New),Jajpur Sadar P.S. (P) (New),375
0224,Jajpur Sadar P.S. (P) (New),Jajpur Sadar P.S. (P) (New),384
0222,Panikoili P.S.(P) (New),Panikoili P.S.(P) (New),384
0226,Jenapur P.S. (P) (New),Jenapur P.S. (P) (New),384
0219,Jakhapura P.S.(New),Jakhapura P.S.(New),380
0218,Kalinganagar P.S. (P),Kalinganagar P.S. (P),380
0226,Jenapur P.S. (P) (New),Jenapur P.S. (P) (New),380
0432,Gudari ,Gudari ,347
0431,Gunupur ,Gunupur ,347
0426,Andirakanch ,Andirakanch ,335
0427,Tikiri ,Tikiri ,335
0119,Baripada Town P.S.,Baripada Town P.S.,446
0278,Odagaon (0278),Odagaon (0278),452
0404,Khariar ,Khariar ,90
0208,Cuttack Sadar ,Cuttack Sadar ,89
0117,Thakurmunda P.S.,Thakurmunda P.S.,431
0134,Baripada (M) P.S.,Baripada (M) P.S.,402
0424,Kalyanasingpur ,Kalyanasingpur ,342
0423,Bishamakatak,Bishamakatak,342
0431,Gunupur ,Gunupur ,342
0421,Muniguda ,Muniguda ,272
0428,Doraguda ,Doraguda ,335
0203,Salepur ,Salepur ,133
0426,Andirakanch ,Andirakanch ,333
0430,Seskhal ,Seskhal ,333
0423,Bishamakatak,Bishamakatak,333
0432,Gudari ,Gudari ,350
0206,Kishannagar P.S. ,Kishannagar P.S. ,107
0168,Rajkanika ,Rajkanika ,62
0171,Aali ,Aali ,75
0423,Bishamakatak,Bishamakatak,327
0262,Handapa (0262),Handapa (0262),137
0402,Nuapada,Nuapada,97
0362,G.Udayagiri ,G.Udayagiri ,323
0363,Tikabali ,Tikabali ,323
0367,Baliguda ,Baliguda ,325
0363,Tikabali ,Tikabali ,328
0374,Raikia ,Raikia ,328
0367,Baliguda ,Baliguda ,341
0373,Daringbadi,Daringbadi,341
0359,Phulabani ,Phulabani ,331
0369,Tumudibandha ,Tumudibandha ,337
0402,Nuapada,Nuapada,101
0358,Gochhapada ,Gochhapada ,348
0363,Tikabali ,Tikabali ,352
0373,Daringbadi,Daringbadi,352
0367,Baliguda ,Baliguda ,321
0266,Thakurgarh (0266),Thakurgarh (0266),137
0174,Kendrapara Sadar  ,Kendrapara Sadar  ,71
0177,Patkura ,Patkura ,71
0440,Dabugan ,Dabugan ,316
0200,Choudwar (0200),Choudwar (0200),112
0208,Cuttack Sadar ,Cuttack Sadar ,86
0442,Kodinga ,Kodinga ,319
0445,Tentulikhunti ,Tentulikhunti ,451
0446,Khatiguda ,Khatiguda ,451
0442,Kodinga ,Kodinga ,338
0276,Itamati ,Itamati ,447
0477,M.V. 79 ,M.V. 79 ,389
0327,KABISURYANAGAR ,KABISURYANAGAR ,283
0330,KHALIKOTE ,KHALIKOTE ,283
0329,KODALA ,KODALA ,246
0338,PATAPUR ,PATAPUR ,271
0325,ASIKA ,ASIKA ,278
0343,DIGAPAHANDI ,DIGAPAHANDI ,260
0338,PATAPUR ,PATAPUR ,275
0318,TARASINGI,TARASINGI,240
0381,Dunguripali ,Dunguripali ,37
0035,Dhanupali P.S.,Dhanupali P.S.,456
0113,Jashipur P.S.,Jashipur P.S.,377
0112,Badampahar P.S.,Badampahar P.S.,377
0128,Barsahi P.S.,Barsahi P.S.,441
0130,Udala P.S.,Udala P.S.,441
0112,Badampahar P.S.,Badampahar P.S.,440
0111,Rairangpur P.S.,Rairangpur P.S.,440
0105,Bahalda P.S.,Bahalda P.S.,440
0104,Tiring P.S.,Tiring P.S.,440
0301,Banapur (0301),Banapur (0301),58
0474,Orkel ,Orkel ,396
0201,Tangi ,Tangi ,89
0433,Padmapur ,Padmapur ,327
0422,Chandrapur ,Chandrapur ,327
0197,Barang  (0197),Barang  (0197),112
0044,Naktideul P.S.(0044),Naktideul P.S.(0044),464
0174,Kendrapara Sadar  ,Kendrapara Sadar  ,74
0032,Sasan P.S.,Sasan P.S.,457
0362,G.Udayagiri ,G.Udayagiri ,353
0365,Sarangagarh ,Sarangagarh ,353
0374,Raikia ,Raikia ,353
0175,Nikirai ,Nikirai ,74
0202,Mahanga ,Mahanga ,124
0211,Gobindpur ,Gobindpur ,119
0176,Derabish ,Derabish ,71
0277,Nayagarh Sadar ,Nayagarh Sadar ,447
0108,Gorumahisani P.S.,Gorumahisani P.S.,445
0339,SERAGAD ,SERAGAD ,244
0172,Pattamundai ,Pattamundai ,68
0001,Paikamal(0001),Paikamal(0001),184
0189,Balikuda P.S. (0189),Balikuda P.S. (0189),233
0056,Kinjirkela P.S.(0056),Kinjirkela P.S.(0056),199
0293,Uttara ,Uttara ,4
0383,Binika ,Binika ,35
0207,Jagatpur  ,Jagatpur  ,122
0360,Phulabani Town  (0360),Phulabani Town  (0360),465
0437,Umarkote ,Umarkote ,316
0440,Dabugan ,Dabugan ,338
0435,Raighar ,Raighar ,393
0444,Nabarangapur,Nabarangapur,415
0441,Paparahandi ,Paparahandi ,415
0440,Dabugan ,Dabugan ,395
0478,Motu ,Motu ,389
0270,Dasapalla  (0270),Dasapalla  (0270),427
0398,Bangomunda ,Bangomunda ,171
0336,PURUSOTTAMPUR,PURUSOTTAMPUR,282
0329,KODALA ,KODALA ,282
0331,RAMBHA ,RAMBHA ,282
0223,Jajapur    P.S. (P),Jajapur    P.S. (P),386
0229,Balichandrapur P.S. (P),Balichandrapur P.S. (P),373
0228,Badachana P.S. (P),Badachana P.S. (P),373
0220,Jajapur Road P.S.(P) ,Jajapur Road P.S.(P) ,384
0223,Jajapur    P.S. (P),Jajapur    P.S. (P),384
0225,Dharmasala P.S. (P),Dharmasala P.S. (P),384
0282,Begunia ,Begunia ,228
0208,Cuttack Sadar ,Cuttack Sadar ,107
0200,Choudwar ,Choudwar ,107
0197,Barang  ,Barang  ,107
0423,Bishamakatak,Bishamakatak,326
0421,Muniguda ,Muniguda ,326
0432,Gudari ,Gudari ,326
0150,Berhampur P.S. (0150),Berhampur P.S. (0150),54
0228,Badachana P.S. (P)(0228),Badachana P.S. (P)(0228),357
0377,Baunsuni (0377),Baunsuni (0377),143
0406,Sinapali (0406),Sinapali (0406),98
0243,Hindol (0243),Hindol (0243),168
0378,Baudh Sadar (0378),Baudh Sadar (0378),143
0409,Narala (0409),Narala (0409),248
0251,Samal Barrage (0251),Samal Barrage (0251),137
0353,Parlakhemundi(0353),Parlakhemundi(0353),125
0033,Hirakud P.S.(0033),Hirakud P.S.(0033),460
0252,Talcher Sadar (0252),Talcher Sadar (0252),137
0159,Dhamanagar P.S.(0159),Dhamanagar P.S.(0159),154
0406,Sinapali (0406),Sinapali (0406),90
0406,Sinapali (0406),Sinapali (0406),97
0355,Rayagada(0355),Rayagada(0355),125
0373,Daringbadi(0373),Daringbadi(0373),337
0410,Lanjigarh  (0410),Lanjigarh  (0410),249
0464,Sunabeda (0464),Sunabeda (0464),405
0107,Rairangpur Town P.S.(0107),Rairangpur Town P.S.(0107),445
0108,Gorumahisani P.S.(0108),Gorumahisani P.S.(0108),355
0107,Rairangpur Town P.S.(0107),Rairangpur Town P.S.(0107),355
0201,Tangi ,Tangi ,107
0203,Salepur ,Salepur ,107
0200,Choudwar ,Choudwar ,89
0197,Barang  ,Barang  ,89
0192,Badamba ,Badamba ,91
0230,Binjharpur P.S. (P)(0230),Binjharpur P.S. (P)(0230),368
0149,Nilagiri P.S. (0149),Nilagiri P.S. (0149),54
0046,Debagarh P.S.,Debagarh P.S.,142
0048,Kundheigola P.S.,Kundheigola P.S.,142
0046,Debagarh P.S.,Debagarh P.S.,145
0048,Kundheigola P.S.,Kundheigola P.S.,153
0049,Reamal P.S.(P),Reamal P.S.(P),153
0435,Raighar ,Raighar ,395
0319,BUGUDA ,BUGUDA ,240
0241,Bhusan Steel Limited. (0241),Bhusan Steel Limited. (0241),157
0385,Biramaharajpur (0385),Biramaharajpur (0385),35
0188,Naugaon P.S.(0188),Naugaon P.S.(0188),261
0400,Titlagarh ,Titlagarh ,173
0320,JAGANNATH PRASAD ,JAGANNATH PRASAD ,273
0323,SURADA ,SURADA ,273
0326,DHARAKOTE ,DHARAKOTE ,273
0325,ASIKA ,ASIKA ,273
0344,NUAGAON ,NUAGAON ,284
0337,HINJILI ,HINJILI ,284
0341,GOPALPUR ,GOPALPUR ,281
0418,Jayapatna (0418),Jayapatna (0418),267
0396,Saintala ,Saintala ,103
0336,PURUSOTTAMPUR,PURUSOTTAMPUR,279
0007,Sohela(0007),Sohela(0007),182
0336,PURUSOTTAMPUR,PURUSOTTAMPUR,283
0223,Jajapur    P.S. (P),Jajapur    P.S. (P),385
0322,GANGAPUR ,GANGAPUR ,276
0321,BHANJANAGAR ,BHANJANAGAR ,276
0174,Kendrapara Sadar  ,Kendrapara Sadar  ,63
0175,Nikirai ,Nikirai ,63
0177,Patkura ,Patkura ,63
0173,Kendrapara (Urban),Kendrapara (Urban),63
0244,Rasol (0244),Rasol (0244),168
0250,N.T.P.C.  (0250),N.T.P.C.  (0250),159
0267,Purunakot(0267),Purunakot(0267),159
0113,Jashipur P.S.(0113),Jashipur P.S.(0113),435
0280,Ranapur (0280),Ranapur (0280),450
0185,Tirtol P.S. (0185),Tirtol P.S. (0185),266
0210,C.R.R.I. (0210),C.R.R.I. (0210),89
0382,Rampur (0382),Rampur (0382),36
0387,Sonapur (0387),Sonapur (0387),40
0220,Jajapur Road P.S.(P) (0220),Jajapur Road P.S.(P) (0220),371
0209,Kandarpur(0209),Kandarpur(0209),89
0219,Jakhapura P.S.(New)(0219),Jakhapura P.S.(New)(0219),371
0216,Tomka P.S.(0216),Tomka P.S.(0216),384
0216,Tomka P.S.(0216),Tomka P.S.(0216),380
0076,Banei P.S.(0076),Banei P.S.(0076),203
0076,Banei P.S.(0076),Banei P.S.(0076),196
0076,Banei P.S.(0076),Banei P.S.(0076),206
0076,Banei P.S.(0076),Banei P.S.(0076),202
0076,Banei P.S.(0076),Banei P.S.(0076),205
0076,Banei P.S.(0076),Banei P.S.(0076),201
0076,Banei P.S.(0076),Banei P.S.(0076),195
0076,Banei P.S.(0076),Banei P.S.(0076),199
0076,Banei P.S.(0076),Banei P.S.(0076),204
0076,Banei P.S.(0076),Banei P.S.(0076),200
0076,Banei P.S.(0076),Banei P.S.(0076),197
0400,Titlagarh (0400),Titlagarh (0400),177
0076,Banei P.S.(0076),Banei P.S.(0076),207
0076,Banei P.S.(0076),Banei P.S.(0076),223
0076,Banei P.S.(0076),Banei P.S.(0076),209
0052,Bhasma P.S.(0052),Bhasma P.S.(0052),204
0052,Bhasma P.S.(0052),Bhasma P.S.(0052),195
0062,Biramitrapur P.S.(0062),Biramitrapur P.S.(0062),198
0062,Biramitrapur P.S.(0062),Biramitrapur P.S.(0062),205
0062,Biramitrapur P.S.(0062),Biramitrapur P.S.(0062),201
0062,Biramitrapur P.S.(0062),Biramitrapur P.S.(0062),195
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),203
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),208
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),209
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),197
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),199
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),198
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),196
0066,Brahmani Tarang P.S.(0066),Brahmani Tarang P.S.(0066),202
0070,Chandiposh P.S.(0070),Chandiposh P.S.(0070),196
0258,Anugul (0258),Anugul (0258),135
0070,Chandiposh P.S.(0070),Chandiposh P.S.(0070),200
0071,Kamarposh Balang P.S.(0071),Kamarposh Balang P.S.(0071),211
0258,Anugul (0258),Anugul (0258),146
0056,Kinjirkela P.S.(0056),Kinjirkela P.S.(0056),204
0056,Kinjirkela P.S.(0056),Kinjirkela P.S.(0056),223
0056,Kinjirkela P.S.(0056),Kinjirkela P.S.(0056),197
0056,Kinjirkela P.S.(0056),Kinjirkela P.S.(0056),207
0257,Bhusan Steel Limited. (0257),Bhusan Steel Limited. (0257),135
0260,Industrial  (0260),Industrial  (0260),135
0259,Jarapada (0259),Jarapada (0259),135
0054,Sundargarh Town P.S.(0054),Sundargarh Town P.S.(0054),206
0249,Kaniha(0249),Kaniha(0249),135
0367,Baliguda (0367),Baliguda (0367),352
0247,Khamar (0247),Khamar (0247),162
0085,Champua P.S.(0085),Champua P.S.(0085),227
