SVID,Name_E,Name_G,TCode,DCode,VCode,MDDS_Code
10003582,Badi(Jogiura),Badi(Jogiura),0056,9,0,
10003583,Dhura,Dhura,0056,9,0,
10003584,Kulori,Kulori,0056,9,0,
10003585,Raitoli,Raitoli,0008,2,884,40990
10003586,Nargoli,Nargoli,0008,2,884,40990
10003587,Kunoli,Kunoli,0056,9,0,
10003588,Kamalpur,Kamalpur,0008,2,811,40918
10003589,Devrada,Devrada,0011,2,1604,41711
10003590,Irigasuna,Irigasuna,0011,2,1604,41711
10003591,Banswada Chak Santi,Banswada Chak Santi,0008,2,1008,41111
10003592,Phali Laga Kuntari,Phali Laga Kuntari,0008,2,1008,41111
10003593,Jakhni,Jakhni,0008,2,1008,41111
10003594,Pharket,Pharket,0008,2,1008,41111
10003595,Bankhuri,Bankhuri,0009,2,1098,
10003596,Guleth Vishal,Guleth Vishal,0009,2,1098,
10003597,Rasoda,Rasoda,0009,2,1098,
10003598,Kholiya Gaon,Kholiya Gaon,0004,1,0,
10003599,Naula,Naula,0014,3,10001247,
10003600,ToliKhet,ToliKhet,0036,6,0,
10003601,Sotiyal Dhar,Sotiyal Dhar,0036,6,0,
10003602,Devi Khal,Devi Khal,0036,6,0,
10003603,Muleth,Muleth,0036,6,0,
10003604,Jogeda Gaon,Jogeda Gaon,0036,6,0,
10003605,Mohar,Mohar,0036,6,0,
10003606,Tail,Tail,0036,6,0,
10003607,Bachpola,Bachpola,0056,9,0,
10003608,Panunulla,Panunulla,0056,9,0,
10003609,Temildhar,Temildhar,0056,9,0,
10003381,Gadiyar,Gadiyar,0045,8,11116,50733
10003382,Pungora,Pungora,0045,8,11116,50733
10003383,chmppanola,chmppanola,0053,9,0,
10003384,Bailipuri,Bailpuri,0066,11,15005,55319
10003385,jakhan devi,jakhan devi,0053,9,0,
10003386,paniyaudiya,paniyaudiya,0053,9,0,
10003387,bakshikhola,bakshikhola,0053,9,0,
10003388,laxmeswar,laxmeswar,0053,9,0,
10003389,ghighar,ghighar,0053,9,0,
10003390,kholta,kholta,0053,9,0,
10003391,dikhol gaon (m.a),dikhol gaon (m.a),0020,4,10003363,
10003392,mathayan gaon,mathayan gaon,0020,4,10003363,
10003393,pursolegaon,pursolegaon,0020,4,10003363,
10003394,manjyur,manjyur,0020,4,10003363,
10003395,chawangaon,chawangaon,0020,4,10003363,
10003396,dobalgaon,dobalgaon,0020,4,10003363,
10003397,makhlianchak,makhlianchak,0020,4,10003363,
10003398,uniyalgaon,uniyalgaon,0020,4,10003363,
10003399,bhetudi,bhetudi,0020,4,10003363,
10003400,khatalagair,khatalagair,0048,9,10001665,
10003401,nakot,nakot,0020,4,4224,44050
10003402,tungoli,tungoli,0020,4,4224,44050
10003403,tungoli,tungoli,0020,4,4224,44050
10003404,chamba,chamba,0020,4,10003363,
10003405,khatalagair,khatalagair,0048,9,11542,
10003406,nayalkhola,nayalkhola,0053,9,0,
10003407,chosar,chosar,0053,9,0,
10003408,tilakpur,tilakpur,0053,9,0,
10003409,kholta,kholta,0053,9,0,
10003410,A.P.H.C N.T.,A.P.H.C.N.T.,0020,4,4210,44037
10003411,new tehri town,new tehri town,0020,4,4210,44037
10003412,j- block,j- block,0020,4,4210,44037
10003413,E- block,E- block,0020,4,4210,44037
10003414,G- block,G- block,0020,4,4210,44037
10003415,borari,borari,0020,4,4210,44037
10003416,a.p.h.c gaza,a.p.h.c. gaza,0020,4,4253,44069
10003417,khatalagair,khatalagair,0048,9,11542,
10003418,digothi,digothi,0020,4,4253,44069
10003419,duvakoti,duvakoti,0020,4,4253,44069
10003420,chaudkhet,chaudkhet,0020,4,4253,44069
10003421,chaudkhet,chaudkhet,0020,4,4253,44069
10003422,ghargaon,ghargaon,0020,4,4253,44069
10003423,DHAMIGAON,DHAMIGAON,0038,7,0,
10003424,Bui,Bui,0038,7,0,
10003425,new tehri town,new tehri town,0020,4,10003415,
10003426,joshikhola rajpura,joshikhola rajpura,0053,9,0,
10003427,paniyaudiyar,paniyaudiyar,0053,9,0,
10003428,Sidi,Sidi,0038,7,0,
10003429,Bhatura,Bhatura,0038,7,0,
10003430,bhyarkhola,bhyarkhola,0053,9,0,
10003431,chinakhan,chinakhan,0053,9,0,
10003432,ranidhara,ranidhara,0053,9,0,
10003433,tilakpur,tilakpur,0053,9,0,
10003434,joshikhola,joshikhola,0053,9,0,
10003435,baribagicha,baribagicha,0053,9,0,
10003436,pokharkhali,pokharkhali,0053,9,0,
10003437,odhakhola,odhakhola,0053,9,0,
10003438,khajanchi mohalla,khajanchi mohalla,0053,9,0,
10003439,kanatak khoola,kanatak khoola,0053,9,0,
10003440,thana bajar,thana bajar,0053,9,0,
10003441,officeskaloni,officeskaloni,0053,9,0,
10003442,dubkiya,dubkiya,0053,9,0,
10003443,joharibajar,joharibajar,0053,9,0,
10003444,Jalna,Jalna,0064,11,14971,55063
10003445,niyaj ganj,niyaj ganj,0053,9,0,
10003446,talla kasun,talla kasun,0053,9,0,
10003447,talla kasun,talla kasun,0053,9,0,
10003448,talla kasun,talla kasun,0053,9,0,
10003449,talla kasun,talla kasun,0053,9,0,
10003450,talla kasun,talla kasun,0053,9,0,
10003451,officar colony,officar colony,0053,9,0,
10003452,kungpur,kungpur,0053,9,0,
10003453,malla rajpur,malla rajpur,0053,9,0,
10003610,Rout,Rout,0056,9,0,
10003611,Panwanulla,Panwanulla,0056,9,0,
10003612,Sayou,Sayou,0056,9,0,
10003613,Bhelda Bada,Bhelda Bada,0036,6,0,
10003614,Bhelda Chota,Bhelda Chota,0036,6,0,
10003615,Dadamandi,Dadamandi,0036,6,0,
10003616,bada baroli,bada baroli,0056,9,0,
10003617,lagga bot,lagga bot,0056,9,0,
10003618,Kiratpur,Keeratpur,0075,12,16193,56301
10003619,bada baroli,bada baroli,0056,9,0,
10003620,lagga bot,lagga bot,0056,9,0,
10003621,Kulori,Kulori,0056,9,0,
10003622,Kabhari,Kabhari,0056,9,0,
10003623,Sakuniya,Sakuniya,0056,9,0,
10003624,Bhadi,Bhadi,0056,9,0,
10003625,Juwagawad,Juwagawad,0007,2,783,40888
10003626,Gandinagar,Gandinagar,0007,2,783,40888
10003627,Gorang,Gorang,0007,2,783,40888
10003628,Hosi,Hosi,0007,2,783,40888
10003629,Ravigram,Ravigram,0007,2,783,40888
10003630,Kural,Kural,0007,2,783,40888
10003631,Lamri,Lamri,0007,2,783,40888
10003632,Chawani Bazar,Chawani Bazar,0007,2,783,40888
10003633,Singhdhar,Singhdhar,0007,2,783,40888
10003634,Khadadhar,Khadadhar,0007,2,783,40888
10003635,Prem Nagar,Prem Nagar,0007,2,783,40888
10003636,Marwari,Marwari,0007,2,783,40888
10003261,bhaneriya kali,bhaneriya kali,0048,9,0,
10003262,masod,masod,0048,9,0,
10003263,masod,masod,0048,9,0,
10003264,ratlanikhata,ratlanikhata,0048,9,0,
10003265,Gwaligaon,Gwaligaon,0048,9,0,
10003266,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003267,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003268,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003269,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003270,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003271,Malla Gwaligaon,Malla Gwaligaon,0048,9,0,
10003272,Talla Gwaligaon,Talla Gwaligaon,0048,9,0,
10003273,Talla Gwaligaon,Talla Gwaligaon,0048,9,0,
10003274,Kumaleshwer,Kumaleshwer,0048,9,0,
10003275,toliyu,toliyu,0048,9,0,
10003276,Taleshwer,Taleshwer,0048,9,0,
10003277,kalshiyavokar,kalsiyavokar,0048,9,0,
10003278,balmaratok,balmaratok,0048,9,0,
10003279,sunpatla,sunpatla,0064,11,0,
10003280,SUNPATLA,sunpatla,0064,11,14862,54966
10003281,Kharadi,Kharadi,0003,1,0,
10003282,seramunani,seramunani,0048,9,0,
10003283,kharki bhaneriya,kharki bhaneriya,0048,9,0,
10003284,Landora,Landora,0076,13,0,
10003285,Boharagaon,Boharagaon,0048,9,0,
10003286,Manglore,Manglore,0076,13,0,
10003287,Nayi Basti Lalkuan,Nayi Basti Lalkuan,0063,11,14705,54803
10003288,Gandhi Nagar 2,Gandhi Nagar 2,0063,11,14705,54803
10003289,Lalkuan,Lalkuan,0063,11,14705,54803
10003290,Nayi Basti Mazzid Mor,Nayi Basti Mazzid Mor,0063,11,14705,54803
10003291,Bangali Coloney,Bangali Coloney,0063,11,14705,54803
10003292,Nagina Coloney,Nagina Coloney,0063,11,14705,54803
10003293,CPP Lalkuan,CPP Lalkuan,0063,11,14705,54803
10003294,Hati Khan,Hati Khan,0063,11,14705,54803
10003295,Vikash Puri,Vikash Puri,0063,11,14705,54803
10003296,Chitrkut,Chitrkut,0063,11,14705,54803
10003297,Inderanager 2,Inderanager 2,0063,11,14705,54803
10003298,Indranagar2,Indranagar2,0063,11,14705,54803
10003299,Rajeev Nagar,Rajeev Nagar,0063,11,14705,54803
10003300,Bindukhera,Bindukhera,0063,11,14705,54803
10003301,Gandhi Nagar,Gandhi Nagar,0063,11,14705,54803
10003302,Shastri Nagar,Shastri Nagar,0063,11,14705,54803
10003303,Tewari Nagar,Tewari Nagar,0063,11,14705,54803
10003304,Nayi Basti Lalkuan,Nayi Basti Lalkuan,0068,11,15405,55595
10003305,Gandhi Nagar 2,Gandhi Nagar 2,0068,11,15405,55595
10003306,Lalkuan,Lalkuan,0068,11,15405,55595
10003307,Nayi Basti Mazzid Mor,Nayi Basti Mazzid Mor,0068,11,15405,55595
10003308,Bangali Coloney,Bangali Coloney,0068,11,15405,55595
10003309,Nagina Coloney,Nagina Coloney,0068,11,15405,55595
10003310,Nagina Coloney,Nagina Coloney,0068,11,10003306,
10003311,CPP Lalkuan,CPP Lalkuan,0068,11,10003306,
10003454,bamankhola,bamankhola,0053,9,0,
10003455,officers colony,officers colony,0053,9,0,
10003456,seela khola,seela khola,0053,9,0,
10003457,tunra,tunra,0053,9,0,
10003458,bakeshwar ward,bakeshwar ward,0053,9,0,
10003459,purvi pokharkhali,purvi pokharkhali,0053,9,0,
10003460,dubikiya,dubikiya,0053,9,0,
10003461,gururanikhola,gururanikhola,0053,9,0,
10003462,jagnath,jagnath,0053,9,0,
10003463,girjaghar,girjaghar,0053,9,0,
10003464,narsinghbari,narsinghbari,0053,9,0,
10003465,malla daniya,malla daniya,0053,9,0,
10003466,makeri,makeri,0053,9,0,
10003467,baman khola,baman khola,0053,9,0,
10003468,Gangola muhalla,Gangola muhalla,0053,9,0,
10003469,Paltanbazar,Paltanbazar,0053,9,0,
10003470,Paltanbazar,Paltanbazar,0053,9,0,
10003471,jouhri bajar,jouhri bajar,0053,9,13011,
10003472,Pashu hospital,Pashu hospital,0053,9,0,
10003473,Arya samaz,Arya samaz,0053,9,0,
10003474,Vivakanand colony,Vivakanand colony,0053,9,0,
10003475,jijli,jijli,0020,4,10002750,
10003476,Rajpura(balmiki basti),Rajpura(balmiki basti),0053,9,0,
10003477,Almora Arban Shahri Setra,Almora Arban Shahri Setra,0053,9,0,
10003478,Almora,Almora,0053,9,0,
10003479,jhijhar,jhijhar,0053,9,0,
10003480,Kandey Sunari,Kandey Sunari,0052,9,0,
10003481,Bitoli,Bitoli,0052,9,0,
10003482,Surna,Surna,0052,9,0,
10003483,chaudhari khola,chaudhari khola,0053,9,0,
10003484,Benali,Benali,0052,9,0,
10003485,jugar gaon,jugargaon,0020,4,10002842,
10003486,BhandariSheemal,BhandariSheemal,0067,11,15197,55513
10003487,Ufalda,Ufalda,0030,6,0,
10003488,Talli Sunoli,Talli Sunoli,0052,9,0,
10003489,Nahara,Nahara,0052,9,0,
10003490,Vergalla,Vergalla,0052,9,0,
10003491,Kafada,Kafada,0052,9,0,
10003492,Kane,Kane,0053,9,0,
10003493,Kane,Kane,0056,9,0,
10003494,Kane,Kane,0056,9,0,
10003495,Dune,Dune,0056,9,0,
10003496,Chalmorigada,Chalmorigada,0056,9,0,
10003497,baghar,baghar,0053,9,0,
10003498,baghar,baghar,0053,9,0,
10003499,Chamoli,Chamoli,0008,2,901,41007
10003500,Khenuri,Khenuri,0008,2,901,41007
10003501,kundhar,kundhar,0053,9,0,
10003502,baghar,baghar,0056,9,0,
10003130,Dariakhal,Dariakhal,0033,6,0,
10003131,naugaon,naugaon,0048,9,0,
10003132,Chechon,Chechon,0048,9,0,
10003133,Tassela,Tassela,0033,6,0,
10003134,Ratoda,Ratoda,0062,11,14439,54669
10003135,Gujarkhand,Gujarkhand,0033,6,0,
10003136,Gwilani,Gwilani,0033,6,0,
10003137,Malara,Malara,0033,6,0,
10003138,Jiwaldhar,Jiwaldhar,0033,6,0,
10003139,Bandoon,Bandoon,0033,6,0,
10003140,Patkholi,Patkholi,0033,6,0,
10003141,Sagwadi,Sagwadi,0033,6,0,
10003142,Pundairkhola,Pundairkhola,0033,6,0,
10003143,Khaira,Khaira,0033,6,0,
10003144,Lawar,Lawar,0033,6,0,
10003145,Handul,Handul,0033,6,0,
10003146,gunshira,gunshira,0048,9,0,
10003147,binsar,binsar,0048,9,0,
10003148,nyogad,nyogad,0048,9,0,
10003149,Mokshan Bada,Mokshan Bada,0032,6,0,
10003150,Uplatha,Uplatha,0032,6,0,
10003151,ChurKholla,Churkholla,0032,6,0,
10003152,Rolipaar,Rollipaar,0032,6,0,
10003153,MallaKhola,Mallakhola,0032,6,0,
10003154,sera kanoli,sera kanoli,0048,9,0,
10003155,sera,sera,0048,9,0,
10003156,sera,sera,0048,9,0,
10003157,kelani,kelani,0048,9,0,
10003158,bagi,bagi,0030,6,0,
10003159,vapli,vapli,0030,6,0,
10003160,shrikhon,shrikhon,0030,6,5525,45629
10003312,Hati Khan,Hati Khan,0068,11,10003306,
10003313,Vikash Puri,Vikash Puri,0065,11,15377,55201
10003314,Chitrkut,Chitrkut,0065,11,15377,55201
10003315,Inderanager 2,Inderanager 2,0065,11,15377,55201
10003316,Rajeev Nagar,Rajeev Nagar,0065,11,15377,55201
10003317,Bindukhera,Bindukhera,0065,11,15370,55196
10003318,Gandhi Nagar,Gandhi Nagar,0065,11,15370,55196
10003319,Shastri Nagar,Shastri Nagar,0065,11,15370,55196
10003320,Tewari Nagar,Tewari Nagar,0065,11,15370,55196
10003321,Ukhbun,Ukhbun,0048,9,0,
10003322,Bhawar,Bhawar,0048,9,0,
10003323,Bhawar,Bhawar,0048,9,0,
10003324,malla simalchura,malla simalchura,0048,9,0,
10003325,talla simalchura,talla simalchura,0048,9,0,
10003326,mandral bakhal,mandral bakhal,0048,9,0,
10003327,jabhara,jabhara,0048,9,0,
10003328,mohinithayya,mohinithayya,0048,9,0,
10003329,mandral barwal,mandral barwal,0048,9,0,
10003330,gyanshu,gyanshu,0020,4,10002842,
10003331,ogliyasim,ogliyasim,0048,9,0,
10003332,dharkot,dharkot,0048,9,0,
10003333,GOLMA,GOLMA,0038,7,0,
10003334,GADHI NAGAR,GADHI NAGAR,0038,7,0,
10003335,Devaar,Devaar,0030,6,0,
10003336,Katlunyu,Katlunyu,0030,6,0,
10003337,Deval,Deval,0030,6,0,
10003338,Kanarkha,Kanarkha,0064,11,14971,55063
10003339,Kanarkha,kanarkha,0064,11,14971,55063
10003340,Sherwa ka nala,Sherwa ka nala,0064,11,14971,55063
10003341,Sherwa ka nala,Sherwa ka nala,0064,11,14971,55063
10003342,Sawa Khet,Sawa Khet,0064,11,14971,55063
10003343,chamankot,.,0029,6,5341,45445
10003344,.,.,0029,6,10003343,
10003345,balma,balma,0020,4,10002842,
10003346,Linua,Linua,0039,7,0,
10003347,Kasana Walla,Kasana Walla,0032,6,0,
10003348,syalde,syalde,0048,9,0,
10003349,guruna,guruna,0048,9,0,
10003350,Seeling,Seeling,0048,9,0,
10003351,Simalgair,Simalgair,0039,7,0,
10003352,chipla,chipla,0039,7,0,
10003353,chipla,chipla,0039,7,0,
10003354,Basora,Basora,0039,7,9047,49138
10003355,kamanbajar,kamanbajar,0048,9,0,
10003356,Agyasayour,Agyasayour,0048,9,0,
10003357,juniya talla,juniya talla,0048,9,0,
10003358,jearaj,jearaj,0048,9,0,
10003359,timil dhayya,timil dhayya,0048,9,0,
10003360,pasni,pasni,0020,4,10002842,
10003361,dibnu,dibnu,0020,4,10002842,
10003362,main centre chamba,main centre chamba,0020,4,10002842,
10003363,guldi,guldi,0020,4,4208,44035
10003364,bada syuta,bada syuta,0020,4,10002854,
10003365,chota syuta,chota syuta,0020,4,10002854,
10003366,Thonkhya,Thonkhya,0030,6,0,
10003367,Vijaypur,Vijaypur,0052,9,0,
10003368,Haat,Haat,0052,9,0,
10003369,Malla kola,Malla kola,0052,9,0,
10003370,jaspur,jaspur,0048,9,0,
10003371,siyanagar,siyanagar,0048,9,0,
10003372,simlagna,simlagna,0048,9,0,
10003373,bolly,bolly,0048,9,0,
10003374,bhagalvadi,bhagalvadi,0048,9,0,
10003375,Joshikhet,Joshikhet,0039,7,9047,49138
10003376,Nirkot,Nirkot,0048,9,0,
10003377,Bargeli,Bargeli,0043,7,0,
10003378,Chami,Chami,0043,7,0,
10003379,Natabhaneriya,Natabhaneriya,0048,9,0,
10003380,Dhapoli,Dhaploi,0045,8,11116,50733
10003161,Jakhot,Jakhot,0029,6,0,
10003162,Khakryun,Khakryun,0029,6,0,
10003163,Khandala,Khandala,0029,6,0,
10003164,kot,kot,0030,6,0,
10003165,nawan,nawan,0030,6,0,
10003166,kanda,kanda,0030,6,0,
10003167,buransh,buransh,0030,6,0,
10003168,malkhora,malkhora,0048,9,0,
10003169,khola,khola,0030,6,0,
10003170,maklodi,maklodi,0030,6,0,
10003171,jadapani,jadapani,0048,9,0,
10003172,gagnola,gagnola,0048,9,0,
10003173,shola,shola,0048,9,0,
10003174,Mujhole,Mujhole,0052,9,0,
10003175,Khodiliya,Khodiliya,0067,11,15208,55524
10003176,pabau,pabau,0030,6,6175,46277
10003177,Dhana,Dhana,0067,11,15208,55524
10003178,Malyal Gaon,Malyal Gaon,0052,9,0,
10003179,Kulsevi,Kulsevi,0052,9,0,
10003180,Kusha Nawad,Kusha Nawad,0067,11,15208,55524
10003181,Rola Kharak,Rola Kharak,0052,9,0,
10003182,Bhidarkot,Bhidarkot,0052,9,0,
10003183,Amkoti,Amkoti,0029,6,0,
10003184,Saud Talla,Saud Talla,0029,6,0,
10003185,Jamni,Jamni,0067,11,15188,55504
10003186,Bhuda Kot,Bhuda Kot,0032,6,0,
10003187,Adwari,Adwari,0032,6,0,
10003188,Bhed Gaon,Bhed Gaon,0032,6,0,
10003189,Mandaw,Mandaw,0032,6,0,
10003190,Jeevanand Pur,Jeevanand Pur,0066,11,15043,55356
10003191,Motilam Pur Khulba,Motilam Pur Khulba,0066,11,15043,55356
10003192,Hati Dagar,Hati Dagar,0066,11,15043,55356
10003193,Kafoli Talli,Kafoli Talli,0029,6,0,
10003194,Kafoli Malli,Kafoli Malli,0029,6,0,
10003195,Shup Gan,Shup Gan,0032,6,0,
10003196,GhurKhand Talla,GhurKhand Talla,0032,6,0,
10003197,Bhawanipur Chotti,Bhawanipur Chotti,0066,11,15029,55342
10003198,Bhawanipur Bari,Bhawanipur Bari,0066,11,15029,55342
10003199,Khilluchaud,Khilluchaud,0033,6,0,
10003200,Dhani Kote,Dhani Kote,0062,11,14426,54657
10003201,Bel Goan,Bel Goan,0062,11,14426,54657
10003202,ghudeth,ghudeth,0030,6,0,
10003203,Dabrisain,Dabrisain,0033,6,0,
10003204,Sulmodi,Sulmodi,0033,6,0,
10003205,Rikhnikhal,Rikhnikhal,0033,6,0,
10003206,gedera,gedera,0030,6,0,
10003207,Bichiya bagad,Bichiya bagad,0032,6,0,
10003208,Birsinghiya,Birsinghiya,0064,11,14862,54966
10003209,ratkhet,ratkhet,0048,9,0,
10003210,basai,basai,0048,9,0,
10003211,Darkhastikhal,Darkhastikhal,0033,6,0,
10003212,Gauchena,Gauchena,0033,6,0,
10003213,kandla,kandla,0066,11,15058,55370
10003214,virshani,virshani,0030,6,0,
10003215,kapadh,kapadh,0030,6,0,
10003216,bagi,bagi,0030,6,0,
10003217,chodhi,chodhi,0030,6,0,
10003218,urmola,urmola,0030,6,0,
10003219,karkhola,karkhola,0030,6,0,
10003220,athul gaun,athul gaun,0030,6,0,
10003221,dhari,dhari,0030,6,0,
10003222,khola aryanagar,khola aryanagar,0030,6,0,
10003223,kholachuri,kholachuri,0030,6,0,
10003224,chandrkhadi,chandrkhadi,0048,9,0,
10003225,chantherkhadi,chantherkhadi,0048,9,0,
10003226,fulayi,fulayi,0048,9,0,
10003227,Kuie,Kuie,0052,9,0,
10003228,Kiroli,Kiroli,0052,9,0,
10003229,Banoli,Banoli,0052,9,0,
10003230,Banoli,Banoli,0052,9,0,
10003231,bijni badi,bijni badi,0037,6,0,
10003232,falsawdhi,falsawdhi,0030,6,0,
10003233,kotsada,kotsada,0030,6,0,
10003234,nishni,nishni,0037,6,0,
10003235,katal,katal,0037,6,0,
10003236,Udalka,Udalka,0004,1,0,
10003237,Viltia,Viltia,0033,6,0,
10003238,payhal gaun,payhal gaun,0030,6,0,
10003239,kojpath,kojpath,0030,6,0,
10003240,chamrada,chamrada,0030,6,0,
10003241,arya nagar,aryanagar,0030,6,0,
10003242,Saud Malla,Saud Malla,0029,6,0,
10003243,Daydang,Daydang,0033,6,0,
10003244,bitodi,bitodi,0048,9,0,
10003245,shira,shira,0048,9,0,
10003246,dadadhar,dadadhar,0030,6,0,
10003247,Ward No. 01,Ward No. 01,0003,1,0,
10003248,Ward No. 02,Ward No. 02,0003,1,0,
10003249,Ward No. 03,Ward No. 03,0003,1,0,
10003250,Ward No. 04,Ward No. 04,0003,1,0,
10003251,Ward No. 05,Ward No. 05,0003,1,0,
10003252,Ward No. 06,Ward No. 06,0003,1,0,
10003253,Khera,Khera,0063,11,14614,54718
10003254,Bhatlani,Bhatlani,0063,11,14614,54718
10003255,khanai,khanai,0030,6,0,
10003256,vadaa,vadaa,0030,6,0,
10003257,buranshi,buranshi,0030,6,0,
10003258,bhaneriya kali,bhaneriya kali,0048,9,0,
10003259,betandhar,betandhar,0048,9,0,
10003260,bhetandhar,bhetandhar,0048,9,0,
10002999,baliyali,baliyali,0051,9,0,
10003000,puranalowa,puranalowa,0051,9,0,
10003001,adigram,adigram,0051,9,0,
10003002,nawadchhitadr,nawadchhitar,0051,9,0,
10003003,adigram,adigram,0049,9,0,
10003004,puranalowa,puranalowa,0049,9,0,
10003005,nawadchhitadr,nawadchhitar,0049,9,0,
10003006,jantwalgaon,jantwalgaon,0063,11,14787,54872
10003007,Saungaon,Saungaon,0063,11,14741,54835
10003008,Chakbaheri,Chakbaheri,0063,11,14741,54835
10003009,chakori,chakori,0049,9,0,
10003010,gangola gaun,gangola gaun,0049,9,0,
10003011,gangola gaon,gangola gaon,0049,9,0,
10003012,Rundali,Rundali,0032,6,0,
10003013,Ansu Bakhali,Ansu Bakhali,0032,6,0,
10003014,Korani,Korani,0049,9,0,
10003015,Karkiya,Karkiya,0049,9,0,
10003016,Kharkiya,Kharkiya,0051,9,0,
10003017,NANASAME,NANASAME,0038,7,0,
10003018,Chaura,Chaura,0048,9,0,
10003019,Bhansi,Bhansi,0048,9,0,
10003020,mohana,mohana,0049,9,0,
10003021,khatri gaon,khatri gaon,0049,9,0,
10003022,malakhet,malakhet,0049,9,0,
10003023,lamdhar,lamdhar,0049,9,0,
10003024,thani gaon,thani gaon,0049,9,0,
10003025,Starkhola,Starkhola,0049,9,0,
10003026,Saykhola,Saykhola,0049,9,0,
10003027,Golubhakhali,Golubhakhali,0049,9,0,
10003028,Chonde,Chonde,0049,9,0,
10003029,Chonde,Chonde,0049,9,0,
10003030,Chonde,Chonde,0049,9,0,
10003031,Chonde,Chonde,0049,9,0,
10003032,Bhalwadi,Bhalwadi,0049,9,0,
10003033,Bhalwadi,Bhalwadi,0049,9,0,
10003034,Biram,Biram,0049,9,0,
10003035,jukani,jukani,0049,9,0,
10003036,ukhaliya,ukhaliya,0049,9,0,
10003037,bajpur,bajpur,0049,9,0,
10003038,Timta,Timta,0049,9,0,
10003039,Gaja,Gaja,0049,9,0,
10003040,kvadhar,kvadhar,0049,9,0,
10003041,ghughaliya,ghughliya,0049,9,0,
10003042,mal,mal,0049,9,0,
10003043,paili,paili,0049,9,0,
10003044,prempuri,pempuri,0049,9,0,
10003045,byar,byar,0049,9,0,
10003046,basbheeda,basbheeda,0049,9,0,
10003047,kushi gauna,kushi gauna,0049,9,0,
10003048,jhurga,jhurga,0049,9,0,
10003049,chona,chona,0049,9,0,
10003050,miray,miray,0049,9,0,
10003051,bashigard,bashigard,0049,9,0,
10003052,akhodiya,akhodiya,0049,9,0,
10003053,athrali,athrali,0049,9,0,
10003054,dhon,dhon,0049,9,0,
10003055,Tandiyun,Tandiyun,0032,6,0,
10003056,Apola,Apola,0032,6,0,
10003057,Pansi Khal,Pansi Khal,0032,6,0,
10003058,mallamajar,mallamajar,0049,9,0,
10003059,Shiyal khet,Shiyal khet,0032,6,0,
10003060,Daghnal Gaon,Daghnal Gaon,0032,6,0,
10003061,Mera,Mera,0032,6,0,
10003062,Paokhar,Paokhar,0032,6,0,
10003063,Badol Khola,Badol Khola,0032,6,0,
10003064,dhapala,dhapala,0049,9,0,
10003065,mehalchaura,mehalchaura,0049,9,0,
10003066,nawar,nawar,0049,9,0,
10003067,kumiyagaou,kumiyagaou,0049,9,0,
10003068,ghudsyali,ghudsyali,0049,9,0,
10003069,khatyari,khatyari,0049,9,0,
10003070,Bakhli,Bakhli,0049,9,0,
10003071,kumar,kumar,0049,9,0,
10003072,Bansalgaon,Bansalgaon,0049,9,0,
10003073,Padula,Padula,0048,9,0,
10003074,Muniyachora,Muniyachora,0048,9,0,
10003075,khatanagar,khatanagar,0049,9,0,
10003076,Gothi,Gothi,0039,7,0,
10003077,jukanoli,jukanoli,0049,9,0,
10003078,Neri,Neri,0020,4,0,43799
10003079,Kamand,kamand,0020,4,3980,43820
10003080,Simar,Simar,0049,9,0,
10003081,Sailakhet,Sailakhet,0049,9,0,
10003082,Tilpoda,Tilpoda,0049,9,0,
10003083,Baghtola,Baghtola,0049,9,0,
10003084,Adhoi Wala,Adhoi Wala,0027,5,5110,45215
10003085,Bhagat Singh Colony,Bhagat Singh Colony,0027,5,5110,45215
10003086,Brahmawala Khala,Brahmawala Khala,0027,5,5110,45215
10003087,Aman Vihar,Aman Vihar,0027,5,5110,45215
10003088,OFD estate,OFD estate,0027,5,5110,45215
10003089,Morowala,Morowala,0027,5,5110,45215
10003090,Ajabpur Kala,Ajabpur Kala,0027,5,5110,45215
10003091,Gonain,Gonain,0027,5,5110,45215
10003092,Kudiyal,Kudiyal,0027,5,5110,45215
10003093,Sundhkhola,Sundhkhola,0049,9,0,
10003094,Aamdon,Aamdon,0049,9,0,
10003095,Pinbagad,Pinbagad,0049,9,0,
10003096,Shitla Mata Mandir,Shitla Mata Mandir,0027,5,5110,45215
10003097,Ghasiya,Ghasiya,0029,6,0,
10003098,Daurka,Daurka,0020,4,3881,43723
10002867,lalsichak,lalchichak,0020,4,4166,43831
10002868,kulogi,kulogi,0020,4,4166,43831
10002869,chaaplalkhani,chaapalkhani,0020,4,4166,43831
10002870,nail talla,nail talla,0020,4,4107,43942
10002871,viralkhet,viralkhed,0020,4,4167,43998
10002872,pasni,pasni,0020,4,4052,43890
10002873,gudsal gaon,dudsal gaon,0020,4,4052,43890
10002874,bamendi,bamendi,0020,4,4052,43890
10002875,kothi,khoti,0020,4,4052,43890
10002876,koldhar,koldhar,0020,4,4052,43890
10002877,dagulda,dagulda,0020,4,4052,43890
10002878,palla sera,palla sera,0020,4,4052,43890
10002879,mudiyagaon,mudiyagaon,0020,4,4052,43890
