SVID,Name_E,Name_G,TCode,DCode,VCode,MDDS_Code
10000097,Birsingpura,Birsingpura,0157,36,45332,152398
10000098,Bagrauni,Bagrauni,0157,36,45332,152398
10000099,Gorpura,Gorpura,0157,36,45332,152398
10000100,Parsaura,Parsaura,0157,36,45332,152398
10000101,Virauna,Virauna,0157,36,45332,152398
10000102,Khadaura,Khadaura,0157,36,45332,152398
10000103,Khadaura,Khadaura,0157,36,45332,152398
10000104,Jalalpura,Jalalpura,0157,36,45332,152398
10000105,Mathaniya,Mathaniya,0157,36,45332,152398
10000106,Laxmanpura,Laxmanpura,0157,36,45332,152398
10000107,Sonakpura,Sonakpura,0157,36,45332,152398
10000108,Naya kuvan,Naya kuvan,0157,36,45332,152398
10000109,Imlautha,Imlautha,0157,36,45332,152398
10000110,Barautha,Barautha,0157,36,45332,152398
10000111,Arach chungi,Arach chungi,0157,36,45332,152398
10000112,New basti,New basti,0157,36,45332,152398
10000113,Modi chauraha,Modi chauraha,0157,36,45332,152398
10000114,Teacher colony,Teacher colony,0157,36,45269,152347
10000115,Bazar,Bazar,0157,36,45269,152347
10000116,Bazar,Bazar,0157,36,45269,152347
10000117,Vittora,Vittora,0157,36,45269,152347
10000118,Vittora,Vittora,0157,36,45269,152347
10000119,Vittora,Vittora,0157,36,45269,152347
10000120,Nunar,Nunar,0157,36,45269,152347
10000121,Gandhinagar,Gandhinagar,0157,36,45269,152347
10000122,Lodi,Lodi,0157,36,45269,152347
10000123,Naranpura,Naranpura,0157,36,45269,152347
10000124,Payaga,Payaga,0157,36,45269,152347
10000125,Parkota,Parkota,0157,36,45250,152328
10000126,Veerpura,Veerpura,0157,36,45196,152290
10000127,Machhali Kanch,Machhali Kanch,0157,36,45196,152290
10000128,New Basti,New Basti,0157,36,45196,152290
10000129,New Basti,New Basti,0157,36,45196,152290
10000130,Old Basti,Old Basti,0157,36,45196,152290
10000131,Dwarikapuri,Dwarikapuri,0157,36,45196,152290
10000132,Edi,Edi,0157,36,45196,152290
10000133,Atarsuan,Atarsuan,0157,36,45196,152290
10000134,Achausa,Achausa,0157,36,45196,152290
10000135,Achausa,Achausa,0157,36,45196,152290
10000136,Bainda,Bainda,0157,36,45196,152290
10000137,Surnae,Surnae,0157,36,45196,152290
10000138,Devara Khas,Devara Khas,0157,36,45196,152290
10000139,Devara Khas,Devara Khas,0157,36,45196,152290
10000140,Nibuja,Nibuja,0157,36,45196,152290
10000141,Khiriya Vat,Khiriya Vat,0157,36,45196,152290
10000142,Khidarpura,Khidarpura,0157,36,45196,152290
10000143,Fareeda,Fareeda,0157,36,45196,152290
10000144,Arach,Arach,0157,36,45196,152290
10000145,Dilawali,Dilawali,0156,36,45147,152247
10000146,Ravatpura,Ravatpura,0156,36,45016,152127
10000147,Sidhapura,Sidhapura,0156,36,45016,152127
10000148,Phulkhiriya,Phulkhiriya,0156,36,45147,152247
10000149,Rampura,Rampura,0156,36,45120,152221
10000150,Budhapura,Budhapura,0156,36,45120,152221
10000151,Kukarganv,Kukarganv,0156,36,45082,152187
10000152,Kalyanpura,Kalyanpura,0156,36,45120,152221
10000153,Shankar Garh,Shankar Garh,0156,36,45120,152221
10000154,Kalouthara,Kalouthara,0156,36,45120,152221
10000155,Chandavari,Chandavari,0156,36,45120,152221
10000156,Khoh,Khoh,0156,36,45120,152221
10000157,Berbai,Berbai,0156,36,45120,152221
10000158,Luhargaon,Luhargaon,0156,36,45120,152221
10000159,sultanpura,sultanpura,0156,36,45120,152221
10000160,bairisalpura,bairisalpura,0156,36,45120,152221
10000161,dhwara,dhwara,0156,36,45120,152221
10000162,bharuol,bharuol,0156,36,45120,152221
10000163,tajpura,tajpura,0156,36,45120,152221
10000164,parsha,parsha,0156,36,45120,152221
10000165,rora,rora,0156,36,45120,152221
10000166,bakyan,bakyan,0156,36,45120,152221
10000167,khadheshvar,khadheshvar,0156,36,45120,152221
10000168,phatehpura,phatehpura,0156,36,45120,152221
10000169,deigua,deigua,0156,36,45120,152221
10000170,Panchampura,Panchampura,0160,36,45860,152854
10000171,Majhapatiya,Majhapatiya,0160,36,45860,152854
10000172,Tarpatha,Tarpatha,0160,36,45860,152854
10000173,Bazar,Bazar,0160,36,45860,152854
10000174,Chandrapura, Bajrang,Chandrapura, Bajrang,0160,36,45860,152854
10000175,Hardaulpura, Malyana,Hardaulpura, Malyana,0160,36,45860,152854
10000176,Takiyapura,Takiyapura,0160,36,45860,152854
10000177,Vachawali,Vachawali,0160,36,45860,152854
10000178,Khandi,Khandi,0160,36,45860,152854
10000179,Khandi,Khandi,0160,36,45860,152854
10000180,Ghasarpura,Ghasarpura,0160,36,45860,152854
10000181,Sanoniya Fatak,Sanoniya Fatak,0160,36,45860,152854
10000182,Futera,Futera,0160,36,45860,152854
10000183,Nigona Khera,Nigona Khera,0160,36,45860,152854
10000184,Gomta Khirak,,0160,36,45860,152854
10000185,B.K.Toriya,B.K.Toriya,0160,36,45860,152854
10000186,Banguvan Chhota,Banguvan Chhota,0160,36,45860,152854
10000187,Banguvan Bada,Banguvan Bada,0160,36,45860,152854
10000188,Nahar Ka Khirak,Nahar Ka Khirak,0160,36,45860,152854
10000189,Gadharriya Khirak,Gadharriya Khirak,0160,36,45860,152854
10000190,bawal.Tada.Punchha,bawal.Tada.Punchha,0160,36,45860,152854
10000191,Mavai,Mavai,0160,36,45860,152854
10000192,Pali,Pali,0160,36,45860,152854
10000193,Toriapura,Toriapura,0160,36,45860,152854
10000194,Similaya,Similaya,0160,36,45860,152854
10000195,Dhimarpura,Dhimarpura,0160,36,45860,152854
10000196,Engg College,Engg College,0160,36,45860,152854
10000197,Kumhar Ka kuan,Kumhar Ka kuan,0160,36,45860,152854
10000198,Mathanpura,Mathanpura,0160,36,45860,152854
10000199,Bhattagaon,Bhattagaon,0160,36,45860,152854
10000200,Khirakpatti,Khirakpatti,0160,36,45860,152854
10000201,Simraha,Simraha,0160,36,45860,152854
10000202,Shri Nagar,Shri Nagar,0160,36,45860,152854
10000203,Meri,Meri,0160,36,45860,152854
10000204,Gumnawara,Gumnawara,0160,36,45860,152854
10000205,Raspahariya,Raspahariya,0159,36,45644,152685
10000206,Jalalpura,Jalalpura,0159,36,45644,152685
10000207,Maudehat,Maudehat,0159,36,45644,152685
10000208,Dhanai,Dhanai,0159,36,45577,152622
10000209,Nauta,Nauta,0160,36,45760,152783
10000210,Lathesara,Lathesara,0160,36,45870,152863
10000211,Dhandhri,Dhandhri,0160,36,45760,152783
10000212,Basar,Basar,0160,36,45760,152783
10000213,Dadpura,Dadpura,0160,36,45760,152783
10000214,Dakharyau,Dakharyau,0160,36,45760,152783
10000215,BagroniJagir,BagroniJagir,0160,36,45760,152783
10000216,Emalia,Emalia,0160,36,45760,152783
10000217,Katera First,Katera First,0160,36,45688,152731
10000218,Kador,Kador,0160,36,45792,152799
10000219,Masidan Sajera,Masidan Sajera,0160,36,45754,152781
10000220,Bagwari Pura,Bagwari Pura,0160,36,45761,152784
10000221,Ravan pura,Ravan pura,0160,36,45761,152784
10000222,Turyan,Turyan,0160,36,45829,152832
10000223,Turyan,Turyan,0160,36,45829,152832
10000224,Bakhatia,Bakhatia,0160,36,45792,152799
10000225,Katera Dehat,Katera Dehat,0160,36,45792,152799
10000226,Ladganj,Ladganj,0160,36,45792,152799
10000227,Mu. Ganj,Mu. Ganj,0160,36,45718,152759
10000228,Nai Basti,Nai Basti,0160,36,45820,152823
10000229,D.C. School Ranipur,D.C. School Ranipur,0160,36,45719,152760
10000230,Ranipur-ii,Ranipur-ii,0160,36,45699,152741
10000231,Khushipura,Khushipura,0160,36,45761,152784
10000232,Jhandapura,Jhandapura,0160,36,45761,152784
10000233,Ranipur Third,Ranipur Third,0160,36,45761,152784
10000234,Ranipur Third,Ranipur Third,0160,36,45761,152784
10000235,Vijarwara,Vijarwara,0160,36,45761,152784
10000236,Bitarwara,Bitarwara,0160,36,45761,152784
10000237,Kuagaon,Kuagaon,0160,36,45761,152784
10000238,Nauta,Nauta,0159,36,45665,152705
10000239,Khajraha,Khajraha,0159,36,45665,152705
10000240,Lathesara,Lathesara,0159,36,45665,152705
10000241,Dhandhri,Dhandhri,0159,36,45665,152705
10000242,Basar,Basar,0159,36,45665,152705
10000243,,,0159,36,0,
10000244,Dakharyau,Dakharyau,0159,36,45665,152705
10000245,BagroniJagir,BagroniJagir,0159,36,45665,152705
10000246,Emalia,Emalia,0159,36,45665,152705
10000247,Katera First,Katera First,0159,36,45665,152705
10000248,Kador,Kador,0159,36,45665,152705
10000249,Masidan Sajera,Masidan Sajera,0159,36,45665,152705
10000250,Bagwari Pura,Bagwari Pura,0159,36,45665,152705
10000251,Ravan pura,Ravan pura,0159,36,45665,152705
10000252,Turyan,Turyan,0159,36,45665,152705
10000253,Bakhatia,Bakhatia,0159,36,45665,152705
10000254,Katera Dehat,Katera Dehat,0159,36,45665,152705
10000255,Ladganj,Ladganj,0159,36,45665,152705
10000256,Mu. Ganj,Mu. Ganj,0159,36,45665,152705
10000257,Nai Basti,Nai Basti,0159,36,45665,152705
10000258,Ranipur-ii,Ranipur-ii,0159,36,45665,152705
10000259,Ranipur-ii,Ranipur-ii,0159,36,45665,152705
10000260,,,0159,36,0,
10000261,,,0159,36,0,
10000262,Jhandapura,Jhandapura,0159,36,45665,152705
10000263,Devari Mu.,Devari Mu.,0159,36,45665,152705
10000264,Ranipur Third,Ranipur Third,0159,36,45665,152705
10000265,Vijarwara,Vijarwara,0159,36,45665,152705
10000266,Bitarwara,Bitarwara,0159,36,45665,152705
10000267,Kuagaon,Kuagaon,0159,36,45665,152705
10000268,Dadpura,Dadpura,0159,36,45665,152705
10000269,Ranipur-i,Ranipur-i,0159,36,45665,152705
10000270,D.C. School Ranipur,D.C. School Ranipur,0159,36,45665,152705
10000271,Khushipura,Khushipura,0159,36,45665,152705
10000272,Sulta,Sulta,0157,36,45284,152359
10000273,Ajveri,Ajveri,0157,36,45284,152359
10000274,Madori,Madori,0157,36,45284,152359
10000275,Gadvae,Gadvae,0157,36,45284,152359
10000276,Kutari,Kutari,0157,36,45284,152359
10000277,Mo. Malheta,Mo. Malheta,0157,36,45284,152359
10000278,Bentar,Bentar,0157,36,45284,152359
10000279,Dhamnaud,Dhamnaud,0157,36,45284,152359
10000280,Heera Nagar,Heera Nagar,0157,36,45284,152359
10000281,Bechheh,Bechheh,0157,36,45284,152359
10000282,Adzara,Adzara,0157,36,45284,152359
10000283,Sarsenda,Sarsenda,0157,36,45284,152359
10000284,Seriya,Seriya,0157,36,45284,152359
10000285,Pathredi,Pathredi,0157,36,45284,152359
10000286,Karguvan Khurd,Karguvan Khurd,0157,36,45284,152359
10000287,Khiriya Vat,Khiriya Vat,0157,36,45284,152359
10000288,Samserpura,Samserpura,0157,36,45284,152359
10000289,Saitanpura,Saitanpura,0157,36,45284,152359
10000290,Khalar,Khalar,0157,36,45284,152359
10000291,Varampura,Varampura,0157,36,45284,152359
10000292,Jaunari,Jaunari,0157,36,45284,152359
10000293,Nekera,Nekera,0157,36,45284,152359
10000294,Gainda Kabula,Gainda Kabula,0157,36,45284,152359
10000295,Basari,Basari,0157,36,45284,152359
10000296,Semari Ahiran,Semari Ahiran,0157,36,45284,152359
10000297,Tahrauli kila,Tahrauli kila,0157,36,45284,152359
10000298,Tahrauli Khas,Tahrauli Khas,0157,36,45284,152359
10000299,Durwae,Durwae,0157,36,45284,152359
10000300,Gata Gundaha,Gata Gundaha,0157,36,45284,152359
10000301,Chharera,Chharera,0157,36,45284,152359
10000302,Gada,Gada,0157,36,45284,152359
10000303,Kutaura,Kutaura,0157,36,45284,152359
10000304,Turk Lahchura,Turk Lahchura,0157,36,45284,152359
10000305,Nazarganj,Nazarganj,0157,36,45284,152359
10000306,Lathwara,Lathwara,0157,36,45284,152359
10000307,Bela,Bela,0157,36,45284,152359
10000308,Bela,Bela,0157,36,45284,152359
10000309,Khalilpura,Khalilpura,0157,36,45284,152359
10000310,Gorpura,Gorpura,0157,36,45284,152359
10000311,Parsaura,Parsaura,0157,36,45284,152359
10000312,Virauna,Virauna,0157,36,45284,152359
10000313,Khadaura,Khadaura,0157,36,45284,152359
10000314,Jalalpura,Jalalpura,0157,36,45284,152359
10000315,Mathaniya,Mathaniya,0157,36,45284,152359
10000316,Evani 1,Evani 1,0157,36,45284,152359
10000317,Evani 2,Evani 2,0157,36,45284,152359
10000318,Putyara,Putyara,0157,36,45284,152359
10000319,Dhanae,Dhanae,0157,36,45284,152359
10000320,Ettora,Ettora,0157,36,45284,152359
10000321,Vijora,Vijora,0157,36,45284,152359
10000322,Ranapura,Ranapura,0157,36,45284,152359
10000323,Bhagvantpura,Bhagvantpura,0157,36,45284,152359
10000324,Haivatpura,Haivatpura,0157,36,45284,152359
10000325,Madha,Madha,0157,36,45284,152359
10000326,Dodiya,Dodiya,0157,36,45284,152359
10000327,Matwana,Matwana,0157,36,45284,152359
10000328,Shastri Nagar,Shastri Nagar,0160,36,45750,152780
10000329,Tapariyan,Tapariyan,0160,36,45750,152780
10000330,Matanpura,Matanpura,0160,36,45750,152780
10000331,Gonchi,Gonchi,0160,36,45750,152780
10000332,Pump House,Pump House,0160,36,45750,152780
10000333,Naya Khera,Naya Khera,0160,36,45750,152780
10000334,Pura Badera,Pura Badera,0160,36,45750,152780
10000335,Khirakgola,Khirakgola,0160,36,45750,152780
10000336,Koti Santpur,Koti Santpur,0160,36,45750,152780
10000337,Gola,Gola,0160,36,45750,152780
10000338,Sheshar,Sheshar,0160,36,45750,152780
10000339,Sukuwa,Sukuwa,0160,36,45750,152780
10000340,Gagli Khadai,Gagli Khadai,0160,36,45767,152787
10000341,Rasoi,Rasoi,0160,36,45767,152787
10000342,Suraj Pura,Suraj Pura,0160,36,45750,152780
10000343,Jaunpur,Jaunpur,0160,36,45750,152780
10000344,Mankuan,Mankuan,0160,36,45750,152780
10000345,Baghora,Baghora,0160,36,45750,152780
10000346,Hirapur Chota,Hirapur Chota,0160,36,45750,152780
10000347,Hirapur Bada,Hirapur Bada,0160,36,45750,152780
10000348,Budpura,Budpura,0160,36,45750,152780
10000349,Thanga,Thanga,0160,36,45750,152780
10000350,Dharampura,Dharampura,0160,36,45750,152780
10000351,Koni,Koni,0160,36,45746,152777
10000352,Phoolpur,Phoolpur,0160,36,45746,152777
10000353,Chochra,Chochra,0160,36,45746,152777
10000354,Guwawali,Guwawali,0160,36,45746,152777
10000355,Ramgarh,Ramgarh,0160,36,45746,152777
10000356,Guwawali Khadi,Guwawali Khadi,0160,36,45746,152777
10000357,Nayakuan,Nayakuan,0160,36,45746,152777
10000358,Ararmachine,Ararmachine,0160,36,45771,152788
10000359,Thakurpura,Thakurpura,0160,36,45771,152788
10000360,Simariya,Simariya,0160,36,45775,152789
10000361,Laher,Laher,0160,36,45775,152789
10000362,Ratanpura Rasina,Ratanpura Rasina,0160,36,45775,152789
10000363,Harijan Basti,Harijan Basti,0160,36,45735,152770
10000364,Chouka,Chouka,0160,36,45735,152770
10000365,Makhdiyau,Makhdiyau,0160,36,45735,152770
10000366,Subhash Nagar,Subhash Nagar,0160,36,45735,152770
10000367,Chandra Nagar,Chandra Nagar,0160,36,45734,152769
10000368,Khajuria,Khajuria,0160,36,45733,152768
10000369,Khailar,Khailar,0160,36,45733,152768
10000370,Nota,Nota,0160,36,45733,152768
10000371,Dangaria,Dangaria,0160,36,45733,152768
10000372,Petrol Pump,Petrol Pump,0160,36,45733,152768
10000373,Saket Nagar,Saket Nagar,0160,36,45733,152768
10000374,BHEL,BHEL,0160,36,45733,152768
10000375,Kashi Nagar,Kashi Nagar,0160,36,45733,152768
10000376,Shakti Nagar,Shakti Nagar,0160,36,45733,152768
10000377,Purve,Purve,0160,36,45729,152766
10000378,Bhadra,Bhadra,0160,36,45729,152766
10000379,Bhadra,Bhadra,0160,36,45729,152766
10000380,Bijoli,Bijoli,0160,36,45729,152766
10000381,Baikunthi,Baikunthi,0160,36,45729,152766
10000382,Rajgarh,Rajgarh,0160,36,45729,152766
10000383,Anjani Nagar,Anjani Nagar,0160,36,45729,152766
10000384,Anjani Nagar,Anjani Nagar,0160,36,45729,152766
10000385,Rotiyana,Rotiyana,0160,36,45729,152766
10000386,Madera,Madera,0160,36,45729,152766
10000387,Devgarh,Devgarh,0160,36,45705,152746
10000388,Ghatkotra,Ghatkotra,0160,36,45705,152746
10000389,GaneshGarh,GaneshGarh,0160,36,45705,152746
10000390,Khadai,Khadai,0160,36,45705,152746
10000391,Teka,Teka,0160,36,45689,152732
10000392,Deubki,Deubki,0160,36,45689,152732
10000393,Durgapur,Durgapur,0160,36,45722,152763
10000394,Dhimaryana,Dhimaryana,0160,36,45691,152734
10000395,Salliya,Salliya,0160,36,45719,152760
10000396,Rai Mohalla,Rai Mohalla,0160,36,45719,152760
10000397,Toriya,Toriya,0160,36,45719,152760
10000398,Gwaltoli,Gwaltoli,0160,36,45719,152760
10000399,Jyoti Nagar,Jyoti Nagar,0160,36,45719,152760
10000400,Kumhar toli,Kumhar toli,0160,36,45719,152760
10000401,Jyoti Nagar,Jyoti Nagar,0160,36,45719,152760
10000402,Athondana,Athondana,0160,36,45719,152760
10000403,Adarsh Nagar,Adarsh Nagar,0160,36,45719,152760
10000404,Gariyagaon,Gariyagaon,0160,36,45719,152760
10000405,GariyaKhera,GariyaKhera,0160,36,45719,152760
10000406,Azad pura,Azad pura,0160,36,45719,152760
10000407,Hardaul,Hardaul,0160,36,45719,152760
10000408,Lahargird,Lahargird,0160,36,45719,152760
10000409,Khodan,Khodan,0160,36,45719,152760
10000410,Ballampur,Ballampur,0160,36,45689,152732
10000411,Kanchanpur,Kanchanpur,0160,36,45711,152752
10000412,Paharpura,Paharpura,0160,36,45711,152752
10000413,Deli,Deli,0160,36,45711,152752
10000414,Gas Godam,Gas Godam,0160,36,45711,152752
10000415,Gewra,Gewra,0160,36,45711,152752
10000416,Domagor,Domagor,0160,36,45711,152752
10000417,Domri,Domri,0160,36,45721,152762
10000418,Shivgargh,Shivgargh,0160,36,45716,152757
10000419,Pahelpur,Pahelpur,0160,36,45716,152757
10000420,Haibadha,Haibadha,0160,36,45717,152758
10000421,Lakhanpura,Lakhanpura,0160,36,45717,152758
10000422,Adiwasi Colony,Adiwasi Colony,0160,36,45717,152758
10000423,Dhawa Ke Kuan,Dhawa Ke Kuan,0160,36,45717,152758
10000424,Konch Maira,Konch Maira,0160,36,45717,152758
10000425,Kumharpura,Kumharpura,0160,36,45699,152741
10000426,Paykapurva,Paykapurva,0160,36,45697,152739
10000427,Chhatpura,Chhatpura,0160,36,45697,152739
10000428,Kanch,Kanch,0160,36,45699,152741
10000429,Gadaryau,Gadaryau,0160,36,45697,152739
10000430,Kodran,Kodran,0160,36,45702,152744
10000431,Kudi,Kudi,0160,36,45702,152744
10000432,Chhiyawara Dera,Chhiyawara Dera,0160,36,45702,152744
10000433,Badanpur,Badanpur,0160,36,45688,152731
10000434,Basai,Basai,0160,36,45688,152731
10000435,Ronta,Ronta,0160,36,45688,152731
10000436,Sarwa,Sarwa,0160,36,45777,152790
10000437,Sukhma,Sukhma,0160,36,45777,152790
10000438,Kharakuan,Kharakuan,0160,36,45777,152790
10000439,Brhamnagar,Brhamnagar,0160,36,45777,152790
10000440,Raksha taliya,Raksha taliya,0160,36,45777,152790
10000441,Devra,Devra,0160,36,45777,152790
10000442,Jhala,Jhala,0160,36,45777,152790
10000443,Puratani,Puratani,0160,36,45777,152790
10000444,Tai,Tai,0160,36,45777,152790
10000445,Devra,Devra,0157,36,45349,152412
10000446,Jhala,Jhala,0157,36,45349,152412
10000447,Puratani,Puratani,0157,36,45349,152412
10000448,Tai,Tai,0157,36,45349,152412
10000449,Sekra,Sekra,0159,36,45560,152610
10000450,DevariSingh Pura,DevariSingh Pura,0159,36,45526,152581
10000451,Bauda,Bauda,0159,36,45556,152606
10000452,Mabai,Mabai,0156,36,45149,152249
10000453,Khillawari,Khillawari,0156,36,45149,152249
10000454,Sitoura,Sitoura,0156,36,45149,152249
10000455,Dineri,Dineri,0156,36,45149,152249
10000456,Dinera,Dinera,0156,36,45149,152249
10000457,Baroul,Baroul,0156,36,45149,152249
10000458,Bhatpura,Bhatpura,0156,36,45149,152249
10000459,Pachchar Garh,Pachchar Garh,0156,36,45149,152249
10000460,Tajpura,Tajpura,0156,36,45149,152249
10000461,Itvan Khurd,Itvan Khurd,0156,36,45149,152249
10000462,Pahari Khurd,Pahari Khurd,0156,36,45149,152249
10000463,Sojana,Sojana,0156,36,44995,152110
10000464,Gopal Pura,Gopal Pura,0156,36,44995,152110
10000465,Era,Era,0156,36,44995,152110
10000466,Vedora,Vedora,0156,36,44995,152110
10000467,Khiriyapur,Khiriyapur,0156,36,44939,152060
10000468,Samthar Dehat,Samthar Dehat,0156,36,44939,152060
10000469,Belma Khurd,Belma Khurd,0156,36,44995,152110
10000470,Dheri,Dheri,0156,36,44939,152060
10000471,Vavai,Vavai,0156,36,44969,152088
10000472,Badhera,Badhera,0156,36,44969,152088
10000473,Syawari,Syawari,0159,36,45643,152684
10000474,Lahchura,Lahchura,0159,36,45655,152696
10000475,Dhorra,Dhorra,0159,36,45676,152716
10000476,Pirouna,Pirouna,0156,36,45045,
10000477,Belma Khurd,Belma Khurd,0156,36,45054,152163
10000478,Kuda Ghar,Kuda Ghar,0156,36,44980,152098
10000479,Baghera,Baghera,0156,36,44980,152098
10000480,Nagar,Nagar,0157,36,45282,152357
10000481,Saingua,Saingua,0157,36,45252,152330
10000482,Garautha,Garautha,0157,36,45286,152360
10000483,Semari,Semari,0157,36,45272,152350
10000484,Chhiraura,Chhiraura,0157,36,45244,152322
10000485,Dudi,Dudi,0157,36,45201,152295
10000486,Gokara,Gokara,0157,36,45213,152302
10000487,Tharra,Tharra,0157,36,45214,152303
10000488,Devari,Devari,0157,36,45221,152308
10000489,Bargavan Khungar,Bargavan Khungar,0157,36,45250,152328
10000490,Eskil,Eskil,0157,36,45179,152274
10000491,Arach,Arach,0157,36,45174,152271
10000492,Sahpura,Sahpura,0157,36,45255,152333
10000493,Syawani Khurd,Syawani Khurd,0159,36,45592,152635
10000494,Mendhki,Mendhki,0159,36,45592,152635
10000495,Pachwai,Pachwai,0159,36,45652,152693
10000496,Kammae,Kammae,0159,36,45678,152718
10000497,Baryana Mohalla,Baryana Mohalla,0160,36,45763,152785
10000498,Tilyana,Tilyana,0160,36,45688,152731
10000499,Babina,Babina,0160,36,45763,152785
10000500,Mutran,Mutran,0160,36,45767,152787
10000501,New Dhamkan,New Dhamkan,0160,36,45767,152787
10000502,Badora,Badora,0160,36,45689,152732
10000503,Maheshgarh,Maheshgarh,0160,36,45689,152732
10000504,Mota,Mota,0160,36,45688,152731
10000505,Pal ka Purwa,Pal ka Purwa,0160,36,45699,152741
10000506,Bachauni,Bachauni,0160,36,45699,152741
10000507,TUKA-B,TUKA-B,0160,36,45690,152733
10000508,Kalyanpura,Kalyanpura,0160,36,45717,152758
10000509,Patlapura,Patlapura,0160,36,45717,152758
10000510,Gumanpura,Gumanpura,0160,36,45717,152758
10000511,Kalaryana,Kalaryana,0160,36,45794,152801
10000512,Madora,Madora,0160,36,45841,152844
10000513,Katora,Katora,0160,36,45868,152861
10000514,Ranguwa,Ranguwa,0160,36,45819,152822
10000515,Kabutara,Kabutara,0160,36,45830,152833
10000516,Ambabay,Ambabay,0160,36,45793,152800
10000517,Ishahgarh,Ishahgarh,0160,36,45803,152808
10000518,Bharari Farm,Bharari Farm,0160,36,45796,152803
10000519,Virangna,Virangna,0160,36,45848,152850
10000520,Barthari State,Barthari State,0156,36,45045,
10000521,Budhera Khurd,Budhera Khurd,0156,36,44929,152051
10000522,Anthari,Anthari,0156,36,45022,152132
10000523,Katera Second,Katera Second,0159,36,45566,152615
10000524,Nagaich,Nagaich,0159,36,45571,152619
10000525,Kaimai,Kaimai,0159,36,45651,152692
10000526,Rajpahariya,Rajpahariya,0159,36,45651,152692
10000527,PPC Mauranipur,PPC Mauranipur,0159,36,45651,152692
10000528,Baraura,Baraura,0157,36,45284,152359
10000529,Madhopura,Madhopura,0158,36,45469,152531
10000530,Rajapur,Rajapur,0158,36,45493,152553
10000531,Rajapur,Rajapur,0158,36,45493,152553
10000532,Rajapur,Rajapur,0157,36,45280,152356
10000533,Khajara,Khajara,0160,36,45747,152778
10000534,Badahaar,Badahaar,0160,36,45871,152864
10000535,Kolva,Kolva,0160,36,45866,152859
10000536,Pahuch Bandh,Pahuch Bandh,0160,36,45790,152797
10000537,Shri Nagar,Shri Nagar,0160,36,45866,152859
10000538,Tilak Nagar,Tilak Nagar,0160,36,45801,152806
10000539,Bijoli Talpura,Bijoli Talpura,0160,36,45784,152794
10000540,Brahmpuri,Brahmpuri,0160,36,45781,152793
10000541,Bamair,Bamair,0160,36,45690,152733
10000542,Emilia,Emilia,0160,36,45790,152797
10000543,Khadari,Khadari,0160,36,45781,152793
10000544,Amarpura,Amarpura,0160,36,45865,152858
10000545,Rajapur,Rajapur,0160,36,45808,152813
10000546,Khaira,Khaira,0160,36,45705,152746
10000547,Tapran,Tapran,0160,36,45760,152783
10000548,Gajgaon,Gajgaon,0160,36,45811,152816
10000549,NPHC Baidora,NPHC Baidora,0160,36,45687,152730
10000550,Chamraua,Chamraua,0160,36,45686,152729
10000551,Dhimarpura,Dhimarpura,0160,36,45846,152849
10000552,Koti,Koti,0160,36,45790,152797
10000553,Bunda,Bunda,0160,36,45865,152858
10000554,Salliya,Salliya,0160,36,45747,152778
10000555,Matth,Matth,0160,36,45801,152806
10000556,Azad Nagar,Azad Nagar,0160,36,45705,152746
10000557,Murari Nagar,Murari Nagar,0160,36,45735,152770
10000558,Peinch,Peinch,0160,36,45693,152735
10000559,Kanhaiyapura,Kanhaiyapura,0160,36,45828,152831
10000560,Nayagaon,Nayagaon,0160,36,45691,152734
10000561,AHORWA,AHORWA,0315,73,0,
10000562,ANTAWA,ANTAWA,0315,73,0,
10000563,ASHA RASHID,ASHA RASHID,0315,73,0,
10000564,BETTOURA,BETTOURA,0315,73,0,
10000565,BIRNAWA,BIRNAWA,0315,73,0,
10000566,DELA,DELA,0315,73,0,
10000567,GADWA,GADWA,0315,73,0,
10000568,GARAVA,GARAVA,0315,73,0,
10000569,GOPALPUR,GOPALPUR,0315,73,0,
10000570,JAGDISH PUR,JAGDISH PUR,0315,73,0,
10000571,KACHNAWA,KACHNAWA,0315,73,0,
10000572,KESHAVAPUR,KESHAVAPUR,0315,73,0,
10000573,KHETHOUDHAN,KHETHOUDHAN,0315,73,0,
10000574,MAIN CENTER DEEH,MAIN CENTER DEEH,0315,73,0,
10000575,NPHC AHORWA RAM PUR,NPHC AHORWA RAM PUR,0315,73,0,
10000576,MAU,MAU,0315,73,0,
10000577,PARSADE PUR,PARSADE PUR,0315,73,0,
10000578,POORAB NAYAN,POORAB NAYAN,0315,73,0,
10000579,POTHEI,POTHEI,0315,73,0,
10000580,PRADHANPUR,PRADHANPUR,0315,73,0,
10000581,PURABNAYAN,PURABNAYAN,0315,73,0,
10000582,PURE PANDAY,PURE PANDAY,0315,73,0,
10000583,ROKHA,ROKHA,0315,73,0,
10000584,SALAUN I,SALAUN I,0315,73,0,
10000585,SALAUN II,SALAUN II,0315,73,0,
10000586,TEKARI DANDU,TEKARI DANDU,0315,73,0,
10000587,VIKRAMPUR,VIKRAMPUR,0075,18,61493,126437
10000588,NEELKANTHPUR,NEELKANTHPUR,0075,18,19214,126437
10000589,KUTURUA,KUTURUA,0075,18,19214,126437
10000590,BUDHARRA,BUDHARRA,0075,18,19214,126437
10000591,JATWAN,JATWAN,0075,18,19214,126437
10000592,BANJHHAR,BANJHHAR,0075,18,19214,126437
10000593,CHAHAR,CHAHAR,0075,18,19214,126437
